iteration,best_value,best_point,regret,dataset_size,batch_mean,batch_max,algorithm,dataset,bo_seed,bo_run,ground_truth_best,n_nodes,n_edges,density
1,1.2314257621765137,761751,0.29876577854156494,6,-0.021029381081461906,-0.021029381081461906,random_search,500hpa,100,1,1.5301915407180786,1038240,2075040,3.85000199847432e-06
2,1.2314257621765137,761751,0.29876577854156494,7,-0.1906135529279709,-0.1906135529279709,random_search,500hpa,100,1,1.5301915407180786,1038240,2075040,3.85000199847432e-06
3,1.2314257621765137,761751,0.29876577854156494,8,-0.5292193293571472,-0.5292193293571472,random_search,500hpa,100,1,1.5301915407180786,1038240,2075040,3.85000199847432e-06
4,1.2314257621765137,761751,0.29876577854156494,9,0.7753005623817444,0.7753005623817444,random_search,500hpa,100,1,1.5301915407180786,1038240,2075040,3.85000199847432e-06
5,1.2314257621765137,761751,0.29876577854156494,10,0.09225764870643616,0.09225764870643616,random_search,500hpa,100,1,1.5301915407180786,1038240,2075040,3.85000199847432e-06
6,1.2314257621765137,761751,0.29876577854156494,11,-1.187231183052063,-1.187231183052063,random_search,500hpa,100,1,1.5301915407180786,1038240,2075040,3.85000199847432e-06
7,1.2314257621765137,761751,0.29876577854156494,12,-0.9512186646461487,-0.9512186646461487,random_search,500hpa,100,1,1.5301915407180786,1038240,2075040,3.85000199847432e-06
8,1.2314257621765137,761751,0.29876577854156494,13,-1.2554715871810913,-1.2554715871810913,random_search,500hpa,100,1,1.5301915407180786,1038240,2075040,3.85000199847432e-06
9,1.2314257621765137,761751,0.29876577854156494,14,0.74388587474823,0.74388587474823,random_search,500hpa,100,1,1.5301915407180786,1038240,2075040,3.85000199847432e-06
10,1.2314257621765137,761751,0.29876577854156494,15,0.8127753734588623,0.8127753734588623,random_search,500hpa,100,1,1.5301915407180786,1038240,2075040,3.85000199847432e-06
11,1.2314257621765137,761751,0.29876577854156494,16,-0.502221941947937,-0.502221941947937,random_search,500hpa,100,1,1.5301915407180786,1038240,2075040,3.85000199847432e-06
12,1.2314257621765137,761751,0.29876577854156494,17,-0.7682816386222839,-0.7682816386222839,random_search,500hpa,100,1,1.5301915407180786,1038240,2075040,3.85000199847432e-06
13,1.2314257621765137,761751,0.29876577854156494,18,0.5695225596427917,0.5695225596427917,random_search,500hpa,100,1,1.5301915407180786,1038240,2075040,3.85000199847432e-06
14,1.2314257621765137,761751,0.29876577854156494,19,-1.8825734853744507,-1.8825734853744507,random_search,500hpa,100,1,1.5301915407180786,1038240,2075040,3.85000199847432e-06
15,1.2314257621765137,761751,0.29876577854156494,20,0.8632485270500183,0.8632485270500183,random_search,500hpa,100,1,1.5301915407180786,1038240,2075040,3.85000199847432e-06
16,1.2314257621765137,761751,0.29876577854156494,21,0.1619425266981125,0.1619425266981125,random_search,500hpa,100,1,1.5301915407180786,1038240,2075040,3.85000199847432e-06
17,1.2314257621765137,761751,0.29876577854156494,22,-0.2589585483074188,-0.2589585483074188,random_search,500hpa,100,1,1.5301915407180786,1038240,2075040,3.85000199847432e-06
18,1.2314257621765137,761751,0.29876577854156494,23,0.589533805847168,0.589533805847168,random_search,500hpa,100,1,1.5301915407180786,1038240,2075040,3.85000199847432e-06
