iteration,best_value,best_point,regret,dataset_size,batch_mean,batch_max,algorithm,dataset,bo_seed,bo_run,ground_truth_best,n_nodes,n_edges,density
1,0.9306395649909973,679925,8.856854511766526,11,-0.7159349590514417,-0.7159349590514417,random_search,youtube,100,1,9.787494076757524,1134890,2987624,4.639256625391026e-06
2,0.9306395649909973,679925,8.856854511766526,12,-0.7159349590514417,-0.7159349590514417,random_search,youtube,100,1,9.787494076757524,1134890,2987624,4.639256625391026e-06
3,0.9306395649909973,679925,8.856854511766526,13,0.40802687595301684,0.40802687595301684,random_search,youtube,100,1,9.787494076757524,1134890,2987624,4.639256625391026e-06
4,0.9306395649909973,679925,8.856854511766526,14,-0.7159349590514417,-0.7159349590514417,random_search,youtube,100,1,9.787494076757524,1134890,2987624,4.639256625391026e-06
5,0.9306395649909973,679925,8.856854511766526,15,-0.7159349590514417,-0.7159349590514417,random_search,youtube,100,1,9.787494076757524,1134890,2987624,4.639256625391026e-06
6,0.9306395649909973,679925,8.856854511766526,16,-0.0067940766801022085,-0.0067940766801022085,random_search,youtube,100,1,9.787494076757524,1134890,2987624,4.639256625391026e-06
7,0.9306395649909973,679925,8.856854511766526,17,-0.0067940766801022085,-0.0067940766801022085,random_search,youtube,100,1,9.787494076757524,1134890,2987624,4.639256625391026e-06
8,0.9306395649909973,679925,8.856854511766526,18,-0.7159349590514417,-0.7159349590514417,random_search,youtube,100,1,9.787494076757524,1134890,2987624,4.639256625391026e-06
9,0.9306395649909973,679925,8.856854511766526,19,-0.7159349590514417,-0.7159349590514417,random_search,youtube,100,1,9.787494076757524,1134890,2987624,4.639256625391026e-06
10,0.9306395649909973,679925,8.856854511766526,20,-0.7159349590514417,-0.7159349590514417,random_search,youtube,100,1,9.787494076757524,1134890,2987624,4.639256625391026e-06
11,0.9306395649909973,679925,8.856854511766526,21,-0.7159349590514417,-0.7159349590514417,random_search,youtube,100,1,9.787494076757524,1134890,2987624,4.639256625391026e-06
12,0.9306395649909973,679925,8.856854511766526,22,-0.0067940766801022085,-0.0067940766801022085,random_search,youtube,100,1,9.787494076757524,1134890,2987624,4.639256625391026e-06
13,0.9306395649909973,679925,8.856854511766526,23,-0.7159349590514417,-0.7159349590514417,random_search,youtube,100,1,9.787494076757524,1134890,2987624,4.639256625391026e-06
