iteration,best_value,best_point,regret,dataset_size,batch_mean,batch_max,algorithm,dataset,bo_seed,bo_run,ground_truth_best,n_nodes,n_edges,density
1,3.87627466118388,6633,5.911219415573644,150,0.040627913512114464,3.87627466118388,random_search,youtube,100,1,9.787494076757524,1134890,2987624,4.639256625391026e-06
2,3.87627466118388,6633,5.911219415573644,200,0.033586265173479755,2.829771019387093,random_search,youtube,100,1,9.787494076757524,1134890,2987624,4.639256625391026e-06
3,3.87627466118388,6633,5.911219415573644,250,0.15204066101450484,3.7924673207504593,random_search,youtube,100,1,9.787494076757524,1134890,2987624,4.639256625391026e-06
4,3.87627466118388,6633,5.911219415573644,300,-0.15779411402406773,1.8263094080010605,random_search,youtube,100,1,9.787494076757524,1134890,2987624,4.639256625391026e-06
5,6.274766402983458,579,3.512727673774066,350,0.025611393916449298,6.274766402983458,random_search,youtube,100,1,9.787494076757524,1134890,2987624,4.639256625391026e-06
6,6.274766402983458,579,3.512727673774066,400,-0.09660164531663132,3.032161540957201,random_search,youtube,100,1,9.787494076757524,1134890,2987624,4.639256625391026e-06
7,6.274766402983458,579,3.512727673774066,450,-0.20717053065657295,2.2964453098253172,random_search,youtube,100,1,9.787494076757524,1134890,2987624,4.639256625391026e-06
8,6.274766402983458,579,3.512727673774066,500,-0.13856668230831076,2.2964453098253172,random_search,youtube,100,1,9.787494076757524,1134890,2987624,4.639256625391026e-06
9,6.274766402983458,579,3.512727673774066,550,0.011487406831234219,3.84119437554401,random_search,youtube,100,1,9.787494076757524,1134890,2987624,4.639256625391026e-06
10,6.274766402983458,579,3.512727673774066,600,0.13501602736608945,3.921252223172266,random_search,youtube,100,1,9.787494076757524,1134890,2987624,4.639256625391026e-06
1,3.7281017303466797,33590,6.059392346410844,150,-0.04222690930611555,3.7147280572574717,random_search,youtube,110,2,9.787494076757524,1134890,2987624,4.639256625391026e-06
2,3.7281017303466797,33590,6.059392346410844,200,0.08586264069030858,3.68744444681059,random_search,youtube,110,2,9.787494076757524,1134890,2987624,4.639256625391026e-06
3,3.7281017303466797,33590,6.059392346410844,250,-0.23932353510482862,1.639780839853476,random_search,youtube,110,2,9.787494076757524,1134890,2987624,4.639256625391026e-06
4,4.310077303914748,45941,5.477416772842775,300,0.2105591273404557,4.310077303914748,random_search,youtube,110,2,9.787494076757524,1134890,2987624,4.639256625391026e-06
5,4.310077303914748,45941,5.477416772842775,350,0.003950052558336487,3.921252223172266,random_search,youtube,110,2,9.787494076757524,1134890,2987624,4.639256625391026e-06
6,4.310077303914748,45941,5.477416772842775,400,0.02206617775603012,3.84119437554401,random_search,youtube,110,2,9.787494076757524,1134890,2987624,4.639256625391026e-06
7,4.310077303914748,45941,5.477416772842775,450,-0.13454290867671267,3.2010504649724103,random_search,youtube,110,2,9.787494076757524,1134890,2987624,4.639256625391026e-06
8,4.94917101617399,90097,4.838323060583534,500,0.18642256110660335,4.94917101617399,random_search,youtube,110,2,9.787494076757524,1134890,2987624,4.639256625391026e-06
9,4.94917101617399,90097,4.838323060583534,550,0.08026614161422588,3.2656872040001215,random_search,youtube,110,2,9.787494076757524,1134890,2987624,4.639256625391026e-06
10,5.4612574367753135,24518,4.32623663998221,600,0.017806445832660847,5.4612574367753135,random_search,youtube,110,2,9.787494076757524,1134890,2987624,4.639256625391026e-06
1,3.5703940391540527,97325,6.217100037603471,150,0.13473012631804335,3.2656872040001215,random_search,youtube,120,3,9.787494076757524,1134890,2987624,4.639256625391026e-06
2,3.5703940391540527,97325,6.217100037603471,200,0.07386018521019914,3.383865522410066,random_search,youtube,120,3,9.787494076757524,1134890,2987624,4.639256625391026e-06
3,3.5703940391540527,97325,6.217100037603471,250,-0.23523078121804444,2.2964453098253172,random_search,youtube,120,3,9.787494076757524,1134890,2987624,4.639256625391026e-06
4,4.52015437817255,34715,5.267339698584974,300,0.1586687950893467,4.52015437817255,random_search,youtube,120,3,9.787494076757524,1134890,2987624,4.639256625391026e-06
5,4.52015437817255,34715,5.267339698584974,350,0.01930007763197521,4.396585833806265,random_search,youtube,120,3,9.787494076757524,1134890,2987624,4.639256625391026e-06
6,4.52015437817255,34715,5.267339698584974,400,-0.15191417322656756,3.995497467448458,random_search,youtube,120,3,9.787494076757524,1134890,2987624,4.639256625391026e-06
7,4.82513970805573,10610,4.962354368701794,450,0.33666669870830085,4.82513970805573,random_search,youtube,120,3,9.787494076757524,1134890,2987624,4.639256625391026e-06
8,4.82513970805573,10610,4.962354368701794,500,0.15933244361040422,3.87627466118388,random_search,youtube,120,3,9.787494076757524,1134890,2987624,4.639256625391026e-06
