seed,model,walks_per_node,lml,rmse,nlpd,beta,sigma_f,variance
1113,PoFM,,-345.2046684320456,13.468834705295782,84.76096938772176,2.0830748493846554,1.3993727255892692,0.2931600696957031
1113,Diffusion,,-345.58534797268413,13.577314675490964,87.91542273380077,2.0830748493846554,1.3993727255892692,0.2931600696957031
