seed,model,wpn,lml,mse_obs,rmse_obs,nlpd_obs,learned_noise_var,n_train,n_test
100,Diffusion,,24.90376801004416,0.0915336420731573,0.3025452727661718,1.3020702203560883,0.008462327543768964,90,810
100,GRF(wpn=2),2.0,1.4022006120649735,0.062360249740292834,0.2497203430645826,0.11752218033452715,0.009300445310191044,90,810
100,GRF-ablation(wpn=2),2.0,-14.282061915587136,0.06208379262391722,0.2491661947855632,0.20704888813335956,0.009356588292062177,90,810
100,GRF(wpn=4),4.0,2.1365705999619706,0.06237521543986869,0.2497503061857356,0.15034864384002924,0.008369978115987756,90,810
100,GRF-ablation(wpn=4),4.0,-12.899095795151823,0.06068587890374201,0.24634504034735916,0.13373207677794388,0.009354769153536838,90,810
100,GRF(wpn=8),8.0,-1.3251350362845926,0.06426503663435369,0.2535054962606407,0.16987972454720618,0.009320278173472876,90,810
100,GRF-ablation(wpn=8),8.0,-4.476665697054926,0.06099377606435843,0.24696918039374555,0.07005572659675884,0.009359938748751913,90,810
100,GRF(wpn=16),16.0,7.054535379322289,0.06353941481980237,0.252070257705669,0.1841661161235934,0.006641671409198269,90,810
100,GRF-ablation(wpn=16),16.0,15.416262474742695,0.07627823465036702,0.27618514560049573,0.34010404496713464,0.009234421841902988,90,810
100,GRF(wpn=32),32.0,11.28619278357867,0.06284027477091263,0.2506796257594794,0.12407683870933246,0.0054827679255322346,90,810
100,GRF-ablation(wpn=32),32.0,10.385814681664272,0.07020706110358414,0.26496615086381153,0.11842259261113575,0.009307600073339957,90,810
100,GRF(wpn=64),64.0,9.578102227669461,0.06304107569136545,0.25107981936301743,0.20057468617458762,0.0057136673027299145,90,810
100,GRF-ablation(wpn=64),64.0,13.195809318112737,0.07519523909030962,0.274217503253001,0.2051664745069633,0.009274558594041707,90,810
100,GRF(wpn=128),128.0,7.593951038642416,0.06467169910383729,0.2543063096028828,0.13100952402152927,0.006245434953183473,90,810
100,GRF-ablation(wpn=128),128.0,20.008207356191434,0.08415328957426768,0.29009186402632475,0.4826711234339248,0.00924538889826421,90,810
100,GRF(wpn=256),256.0,9.955052544175473,0.06737562729882803,0.25956815540206013,0.19941923301272246,0.005575358014638302,90,810
100,GRF-ablation(wpn=256),256.0,23.108285485519957,0.08707185762147833,0.29507940900963986,0.7186415200602526,0.009272633694672038,90,810
100,GRF(wpn=512),512.0,11.733488359898502,0.06794488304295622,0.26066239284360954,0.2287642986994864,0.005864881715749145,90,810
100,GRF-ablation(wpn=512),512.0,24.308939966119027,0.08859657988485527,0.29765177621653,0.873352908270129,0.009208114060407559,90,810
100,GRF(wpn=1024),1024.0,13.942353102386065,0.06876373795976543,0.2622284079953303,0.2535705046377811,0.00546501481547501,90,810
100,GRF-ablation(wpn=1024),1024.0,24.707083162267452,0.08933998483653824,0.298897950539207,0.9349026230119568,0.009161487495407728,90,810
100,GRF(wpn=2048),2048.0,12.72612718401328,0.07391577397064174,0.27187455557782847,0.31252687152553477,0.006112369493561756,90,810
100,GRF-ablation(wpn=2048),2048.0,24.947193513337254,0.08990023593679981,0.29983368045768277,0.9838425080770525,0.009103598109823646,90,810
100,GRF(wpn=4096),4096.0,16.546232094466333,0.07502918429270274,0.2739145565549643,0.35915287285626657,0.005323668862601745,90,810
100,GRF-ablation(wpn=4096),4096.0,19.067759707351286,0.08198087373426442,0.2863230234093382,0.3771386594917928,0.009095094973410756,90,810
100,GRF(wpn=8192),8192.0,18.26827953549811,0.08166125205727522,0.28576432957469555,0.5441535856363902,0.005318675357649088,90,810
100,GRF-ablation(wpn=8192),8192.0,-65.51812972299611,0.06848347299436146,0.26169347144008287,0.7406874253791166,0.009417846842088398,90,810
