seed,model,walks_per_node,lml,rmse,nlpd,variance
1114,A-GRF,1,-354.98922269607084,17.100577693908104,109.39159674754127,0.152838503056475
1114,A-GRF,2,-349.4612468192765,16.910819110227457,105.0900981166675,0.06403991466109196
1114,A-GRF,4,-352.7946902548652,17.04078893718929,105.93878434903836,0.06465199671610602
1114,A-GRF,8,-350.98791359960785,17.1325455074886,107.16420421254074,0.06387373010007678
1114,A-GRF,16,-351.1786360571255,15.767863640863142,111.84930187312476,0.15211472586505542
1114,A-GRF,32,-346.54184170487423,17.141977570675643,109.58526510733307,0.06175967839391051
1114,A-GRF,64,-348.33928861230754,16.591791147644727,109.73400548454141,0.13804263405845915
1114,A-GRF,128,-344.73083852091025,16.062094877156646,106.71019862700696,0.08394495626193348
1114,A-GRF,256,-346.07925132615134,15.678426393260843,100.42035112153725,0.12156192974106189
1114,A-GRF,512,-341.2231752134518,14.997422533022606,93.56384774433768,0.08716624711483224
1114,A-GRF,1024,-337.71236584420205,14.880279560991536,97.6861550136686,0.07408312574056872
1114,A-GRF,2048,-343.1810816352099,15.55333676531456,102.3621922036418,0.08716853570004279
1114,A-GRF,4096,-332.74965744438003,15.400998983629096,101.67757142634089,0.05914327630251555
1114,A-GRF,8192,-339.6823790242031,15.081393754377139,103.29392503306842,0.09593877436123852
