iteration,loss
204,355.5684192215351
205,355.5616360089615
206,355.5549122768812
207,355.5482470941866
208,355.54163955584664
209,355.53508878184545
210,355.52859391623167
211,355.52215412616204
212,355.51576860100147
213,355.5094365514817
214,355.5031572088622
215,355.49692982416343
216,355.49075366740874
217,355.48462802690875
218,355.47855220857974
219,355.4725255352877
220,355.466547346221
221,355.4606169962955
222,355.45473385557943
223,355.4488973087481
224,355.4431067545595
225,355.43736160535536
226,355.4316612865809
227,355.4260052363271
228,355.4203929048915
229,355.4148237543583
230,355.4092972581953
231,355.40381290086987
232,355.39837017747993
233,355.39296859339953
234,355.38760766394216
235,355.3822869140354
236,355.3770058779106
237,355.371764098806
238,355.36656112867945
239,355.3613965279362
240,355.3562698651664
241,355.351180716892
242,355.34612866732704
243,355.34111330814505
244,355.33613423825676
245,355.33119106359715
246,355.3262833969202
247,355.321410857602
248,355.3165730714525
249,355.31176967053216
250,355.3070002929792
251,355.30226458283994
252,355.29756218990883
253,355.2928927695718
254,355.28825598265803
255,355.283651495295
256,355.27907897877066
257,355.2745381094001
258,355.2700285683969
259,355.26555004174946
260,355.2611022201018
261,355.25668479863873
262,355.25229747697466
263,355.24793995904713
264,355.24361195301356
265,355.23931317115165
266,355.2350433297632
267,355.2308021490818
268,355.2265893531826
269,355.22240466989643
270,355.21824783072566
271,355.2141185707634
272,355.2100166286156
273,355.20594174632515
274,355.2018936692988
275,355.1978721462362
276,355.1938769290615
277,355.18990777285694
278,355.18596443579867
279,355.18204667909396
280,355.17815426692107
281,355.1742869663711
282,355.17044454739045
283,355.16662678272644
284,355.162833447873
285,355.15906432101997
286,355.15531918300155
287,355.15159781724793
288,355.147900009738
289,355.14422554895265
290,355.1405742258303
291,355.13694583372285
292,355.1333401683538
293,355.1297570277765
294,355.1261962123342
295,355.1226575246212
296,355.11914076944385
297,355.11564575378503
298,355.1121722867669
299,355.10872017961583
300,355.1052892456289
301,355.10187930013956
302,355.09849016048605
303,355.0951216459786
304,355.09177357786956
305,355.0884457793221
306,355.0851380753818
307,355.081850292947
308,355.0785822607414
309,355.07533380928595
310,355.0721047708729
311,355.0688949795389
312,355.06570427104043
313,355.0625324828286
314,355.05937945402695
315,355.05624502541036
316,355.0531290393906
317,355.05003134001464
318,355.04695177299743
319,355.04389018583896
320,355.0408464281677
321,355.0378203526736
322,355.0348118176045
323,355.0318206933331
324,355.0288468788859
325,355.0258903380736
326,355.02295114391194
327,355.0200293649228
328,355.01712443289495
329,355.0142349350558
330,355.01136034030793
331,355.0085016283613
332,355.0056602179791
333,355.00283561368275
334,355.00002615008157
335,354.9972319359921
336,354.99445408518915
337,354.9916918476797
338,354.9889443393033
339,354.9862124763939
340,354.9834962553695
341,354.98079482199626
342,354.9781083905756
343,354.97543585486403
344,354.9727766932322
345,354.97013349110534
346,354.9675056921591
347,354.964890519054
348,354.9622894250931
349,354.95970373243193
350,354.9571311598518
351,354.9545718762432
352,354.9520272784175
353,354.9494959002873
354,354.94697751562785
355,354.9444731727987
356,354.94198187307705
357,354.93950337531066
358,354.93703839880664
359,354.9345861892455
360,354.93214659188624
361,354.92972007277916
362,354.92730602753
363,354.92490439687947
364,354.9225154750189
365,354.92013881667486
366,354.91777453578123
367,354.9154229437055
368,354.9130834973654
369,354.9107551014977
370,354.9084375556123
371,354.9061331026728
372,354.9038415541575
373,354.90155895640754
374,354.89928653358294
375,354.89702880546395
376,354.8947826017103
377,354.89254512121164
378,354.8903206228386
379,354.88810831159134
380,354.88590347096795
381,354.88370938774574
382,354.8815289508568
383,354.87935830057404
384,354.8771970262788
385,354.8750473271108
386,354.87290823982005
387,354.87077892303796
388,354.8686600557834
389,354.86655162312803
390,354.86445313485683
391,354.86236458304563
392,354.86028617982424
393,354.85821762860417
394,354.8561587239863
395,354.85410970615305
396,354.85207032927565
397,354.8500403924333
398,354.8480200932983
399,354.84600919320434
400,354.8440075574678
401,354.8420153148012
402,354.8400322461894
403,354.8380582982106
404,354.83609357437325
405,354.8341380004573
406,354.83219174010037
407,354.83025468409625
408,354.828325431986
409,354.8264034434892
410,354.82449158704367
411,354.8225903151561
412,354.82069558795286
413,354.8188067464316
414,354.81692829255854
415,354.8150597953396
416,354.81319784651583
417,354.8113438711042
418,354.8094993872772
419,354.80766285854503
420,354.8058342685855
421,354.80401383529494
422,354.8021996034375
423,354.80039279674156
424,354.79859642374305
425,354.79680859675966
426,354.7950272972927
427,354.79325295320643
428,354.7914832255827
429,354.789721215904
430,354.7879715293725
431,354.78622832422974
432,354.7844900984156
433,354.78276278552175
434,354.7810397713789
435,354.77931929975153
436,354.7776122365715
437,354.7759145230603
438,354.77421763927015
439,354.7725270520928
440,354.7708454254547
441,354.7691712346285
442,354.7675050571113
443,354.7658435449638
444,354.76418687746343
445,354.762538357465
446,354.76089650236673
447,354.7592606059957
448,354.7576324859426
449,354.75601074874334
450,354.7543946539189
451,354.7527866541937
452,354.75118398255177
453,354.7495846248023
454,354.7479946280197
455,354.7464133409718
456,354.74483483469635
457,354.74326004281835
458,354.7416926742707
459,354.740133400569
460,354.73857894944456
461,354.73702752538424
462,354.7354842323947
463,354.7339495362727
464,354.7324175593135
465,354.73088931995875
466,354.7293696149181
467,354.72785477200364
468,354.7263426186855
469,354.72483837941934
470,354.72334130109004
471,354.7218468074184
472,354.7203580198548
473,354.71887665586337
474,354.71739893894306
475,354.7159264096944
476,354.71446102960056
477,354.7130002262268
478,354.71154373279626
479,354.71009120032204
480,354.7086435440822
481,354.7072039369082
482,354.7057694103094
483,354.7043364407782
484,354.70290915697615
485,354.7014891448538
486,354.70007191196134
487,354.6986585014927
488,354.69725220340086
489,354.69584909434343
490,354.6944484702054
491,354.6930568712357
492,354.6916724992317
493,354.6902881086991
494,354.6889049388391
495,354.6875265666214
496,354.6861547734932
497,354.6847897272395
498,354.6834259768618
499,354.6820664865894
