iteration,best_value,best_point,regret,dataset_size,batch_mean,batch_std,batch_max,algorithm,bo_seed,bo_run,data_seed,ground_truth_best,n_nodes,batch_size,retrain_interval,graph_type
1,2.0349340278386214,139632,0.19051192679001927,2000,0.06207114508933651,1.4627520178313913,2.0349340278386214,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
2,2.0349340278386214,139632,0.19051192679001927,3000,0.03821546436031815,1.4632001403103698,2.0135177977599885,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
3,2.0349340278386214,139632,0.19051192679001927,4000,-0.05189984689642466,1.5013896004422878,1.919247309222659,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
4,2.0349340278386214,139632,0.19051192679001927,5000,0.11142018628100786,1.4253188868589772,1.969341398085271,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
5,2.091914337106009,145338,0.13353161752263176,6000,-0.06713086314583808,1.486466611826659,2.091914337106009,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
6,2.091914337106009,145338,0.13353161752263176,7000,-0.022746167849122274,1.4841410380980304,1.9651330741079327,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
7,2.091914337106009,145338,0.13353161752263176,8000,0.05529121318072237,1.4474906655243143,2.0515471269893473,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
8,2.091914337106009,145338,0.13353161752263176,9000,-0.022683727797564765,1.4483937944442762,1.9919021604426206,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
9,2.091914337106009,145338,0.13353161752263176,10000,0.02912808810063944,1.4334083158767041,2.0135177977599885,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
10,2.091914337106009,145338,0.13353161752263176,11000,-0.03436852893630083,1.4736985157286049,2.0363750656760935,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
11,2.091914337106009,145338,0.13353161752263176,12000,-0.012559410751200087,1.503944331477945,2.023138502437551,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
12,2.091914337106009,145338,0.13353161752263176,13000,-0.03778846813589865,1.4938363506093497,1.9404083499092573,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
13,2.091914337106009,145338,0.13353161752263176,14000,-0.05383923611877499,1.463161400031609,1.9110076649215717,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
14,2.091914337106009,145338,0.13353161752263176,15000,-0.0006619312628581255,1.5013038287444145,1.9001172383024307,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
15,2.091914337106009,145338,0.13353161752263176,16000,-0.0722815494324162,1.5132797925571673,1.9510462855832418,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
16,2.091914337106009,145338,0.13353161752263176,17000,-0.01170511173969873,1.4758346413881318,1.976802072304685,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
17,2.091914337106009,145338,0.13353161752263176,18000,-0.09014375628468181,1.5172008586367272,1.9219081307431212,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
18,2.091914337106009,145338,0.13353161752263176,19000,0.009366125112923626,1.4901112888358574,2.0334473526906036,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
19,2.091914337106009,145338,0.13353161752263176,20000,-0.06868523690485936,1.5067883908670805,1.908926540109489,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
20,2.091914337106009,145338,0.13353161752263176,21000,0.04228777198610881,1.4806759963897826,1.986988943451898,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
21,2.091914337106009,145338,0.13353161752263176,22000,-0.005232513955157151,1.4674930063873493,1.8933072721673545,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
22,2.091914337106009,145338,0.13353161752263176,23000,0.0781503717646699,1.4613946631504946,1.9620081619714858,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
23,2.091914337106009,145338,0.13353161752263176,24000,0.028013245956493082,1.4470541633911709,1.953306217710809,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
24,2.091914337106009,145338,0.13353161752263176,25000,-0.02008619824379757,1.5016291792062209,1.965064938143608,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
25,2.091914337106009,145338,0.13353161752263176,26000,0.030483899136112384,1.4615879226189625,1.975635030553648,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
26,2.091914337106009,145338,0.13353161752263176,27000,-0.010203351944205139,1.4797567327216667,2.0419158354157094,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
27,2.091914337106009,145338,0.13353161752263176,28000,0.0465233719527499,1.4602110326267588,1.9954429228156498,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
28,2.091914337106009,145338,0.13353161752263176,29000,0.04342554331851249,1.48545603100323,1.9960567961272269,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
29,2.091914337106009,145338,0.13353161752263176,30000,-0.04926866893548997,1.492645645224759,1.9451841092510773,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
30,2.091914337106009,145338,0.13353161752263176,31000,-0.045947679146109,1.486180367195777,2.0305853796222593,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
1,1.9756745100021362,166194,0.24977144462650447,2000,0.012371601999551092,1.4734488216621506,1.9246307652750116,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
2,1.9917510194233765,161273,0.2336949352052642,3000,0.06145165378320713,1.4343985954635579,1.9917510194233765,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
3,1.9999513826120867,123513,0.22549457201655398,4000,-0.018703019702755008,1.4796919522015604,1.9999513826120867,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
4,1.9999513826120867,123513,0.22549457201655398,5000,0.007304827727216132,1.4451173544605136,1.9180157790605077,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
5,1.9999513826120867,123513,0.22549457201655398,6000,-0.016828959798293384,1.4808466762823587,1.990476570213941,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
6,1.9999513826120867,123513,0.22549457201655398,7000,0.00874686277948929,1.47559692424724,1.96627649419018,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
7,1.9999513826120867,123513,0.22549457201655398,8000,-0.0758543342139717,1.4923933404965688,1.9346351196517875,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
8,1.9999513826120867,123513,0.22549457201655398,9000,0.10247365607994914,1.448934141257017,1.987485016302124,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
9,1.9999513826120867,123513,0.22549457201655398,10000,0.050955960967741444,1.4688633375290754,1.9195403214795284,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
10,1.9999513826120867,123513,0.22549457201655398,11000,-0.027260049576388414,1.5057027452978655,1.93236281359135,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
11,1.9999513826120867,123513,0.22549457201655398,12000,0.03633186752020157,1.444212324594208,1.9874529189564771,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
12,1.9999513826120867,123513,0.22549457201655398,13000,-0.022863740942727192,1.478056982517512,1.9118584713294835,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
13,1.9999513826120867,123513,0.22549457201655398,14000,0.05171916097618477,1.4763096407662823,1.9583476169328047,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
14,1.9999513826120867,123513,0.22549457201655398,15000,0.06446114841766584,1.43643210213774,1.94800242461906,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
15,1.9999513826120867,123513,0.22549457201655398,16000,0.008763562420516412,1.4623494969091801,1.9616773890199188,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
16,1.9999513826120867,123513,0.22549457201655398,17000,-0.006507700819073362,1.4786136389573175,1.9999513826120867,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
