graph_size,beta_exp,seed,degree,data_fit,complexity,constant,fro
40,0.1,4,9,[[-19.97969511]],2.1513201789037377,-36.7575413281869,0.9514183995859123
40,0.1,4,10,[[-19.98345959]],2.031382245448037,-36.7575413281869,0.932858851054007
40,1.0,0,1,[[-19.99999997]],9.51636150693709,-36.7575413281869,0.4820564322844796
40,1.0,0,2,[[-20.00031322]],21.4648488670341,-36.7575413281869,0.5595854163432389
40,1.0,0,3,[[-19.99990383]],21.73208738134658,-36.7575413281869,0.7085952131828963
40,1.0,0,4,[[-19.99985965]],21.829859975368652,-36.7575413281869,0.8409949362256941
40,1.0,0,5,[[-20.00025982]],22.09254398806074,-36.7575413281869,0.7345538039957125
40,1.0,0,6,[[-19.77161245]],20.4284446792832,-36.7575413281869,0.8170151129345151
40,1.0,0,7,[[-19.99968064]],22.07630570041637,-36.7575413281869,0.7428329001668613
40,1.0,0,8,[[-19.99306224]],18.552177099330848,-36.7575413281869,0.9901332113734156
40,1.0,0,9,[[-19.97758087]],22.01553254147321,-36.7575413281869,0.8112049438209846
40,1.0,0,10,[[-20.00474452]],19.746435593823154,-36.7575413281869,0.9580348474390004
40,1.0,1,1,[[-19.99999992]],21.515006609419775,-36.7575413281869,0.43143315575403773
40,1.0,1,2,[[-19.99999184]],21.5754609108736,-36.7575413281869,0.31098553927798
40,1.0,1,3,[[-20.00001274]],22.631646643148073,-36.7575413281869,0.45057419933654985
40,1.0,1,4,[[-20.00077099]],22.89226678416644,-36.7575413281869,0.5292255017443286
40,1.0,1,5,[[-20.00031809]],23.29410153852565,-36.7575413281869,0.5601897075658873
40,1.0,1,6,[[-19.99974173]],23.984071104585333,-36.7575413281869,0.5342786483719996
40,1.0,1,7,[[-19.999885]],23.309620486237762,-36.7575413281869,0.5536143231787133
40,1.0,1,8,[[-19.99848592]],24.140864037513204,-36.7575413281869,0.5448152164582832
40,1.0,1,9,[[-20.00119512]],17.20392576425161,-36.7575413281869,0.9917177135914979
40,1.0,1,10,[[-20.01171041]],23.27338764431717,-36.7575413281869,0.5627907338118703
40,1.0,2,1,[[-19.99999688]],15.383903573989672,-36.7575413281869,0.3138937268910143
40,1.0,2,2,[[-20.0000578]],17.47881280076451,-36.7575413281869,0.08903612004812637
40,1.0,2,3,[[-20.00027085]],18.171288213201453,-36.7575413281869,0.44326827180612616
40,1.0,2,4,[[-19.9999492]],18.1865149045106,-36.7575413281869,0.4045818148475335
40,1.0,2,5,[[-20.00003046]],18.95213369106507,-36.7575413281869,0.5493166198675047
40,1.0,2,6,[[-20.00008251]],19.89186679355819,-36.7575413281869,0.6083138677189162
40,1.0,2,7,[[-19.99991099]],19.840227696620737,-36.7575413281869,0.6057350116018154
40,1.0,2,8,[[-19.99874669]],19.7177614729042,-36.7575413281869,0.5958417017772877
40,1.0,2,9,[[-20.00177888]],19.406210145323726,-36.7575413281869,0.7294181976701215
40,1.0,2,10,[[-20.00576423]],9.687348648026648,-36.7575413281869,0.9264218546765969
40,1.0,3,1,[[-19.99999688]],17.513321064587476,-36.7575413281869,0.3448310178739374
40,1.0,3,2,[[-19.9999483]],19.656483533836123,-36.7575413281869,0.1974702560328201
40,1.0,3,3,[[-19.99999946]],19.74915661790688,-36.7575413281869,0.1875802937156329
40,1.0,3,4,[[-19.99823685]],19.86085999999672,-36.7575413281869,0.1889280825002793
40,1.0,3,5,[[-19.99998292]],19.905159948057666,-36.7575413281869,0.13919821348530184
40,1.0,3,6,[[-20.0019013]],19.36846523630864,-36.7575413281869,0.30545790050744803
40,1.0,3,7,[[-20.00042767]],20.370541388689478,-36.7575413281869,0.24056952781479538
40,1.0,3,8,[[-20.00261665]],20.280642737906557,-36.7575413281869,0.2154011925755769
40,1.0,3,9,[[-20.00699224]],16.692624060316415,-36.7575413281869,0.6301242476064505
40,1.0,3,10,[[-20.00923698]],16.480582168610084,-36.7575413281869,0.5566431104886617
40,1.0,4,1,[[-19.99999788]],18.500255358755894,-36.7575413281869,0.3429346033235372
40,1.0,4,2,[[-20.00000355]],18.947991996373997,-36.7575413281869,0.12880947083764632
40,1.0,4,3,[[-19.98732571]],21.060994322703372,-36.7575413281869,0.42696159414858836
40,1.0,4,4,[[-19.99889071]],22.936858460266485,-36.7575413281869,0.41186256793839837
40,1.0,4,5,[[-20.00008835]],23.142771453399813,-36.7575413281869,0.4254635112054581
40,1.0,4,6,[[-20.00134026]],23.095605182469317,-36.7575413281869,0.42144854690248035
40,1.0,4,7,[[-20.00064961]],23.521783860044508,-36.7575413281869,0.5246658918528434
40,1.0,4,8,[[-19.99970876]],23.600055331036955,-36.7575413281869,0.5079324182533638
40,1.0,4,9,[[-19.99962222]],23.69095221246404,-36.7575413281869,0.4883886358117945
40,1.0,4,10,[[-20.00327881]],23.795978234717644,-36.7575413281869,0.4699833188349362
40,10.0,0,1,[[-20.]],44.86464189484223,-36.7575413281869,1.6557411363715262
40,10.0,0,2,[[-18.79923558]],110.42520651102703,-36.7575413281869,5.5742407626950525
40,10.0,0,3,[[-15.77814861]],145.69979447342976,-36.7575413281869,2.286012996379918
40,10.0,0,4,[[-17.90137939]],155.74753324373492,-36.7575413281869,0.5741281215403325
40,10.0,0,5,[[-16.78761179]],159.02273528072664,-36.7575413281869,0.5372063213131473
40,10.0,0,6,[[-15.23920481]],160.23487565265023,-36.7575413281869,0.7074362974572075
40,10.0,0,7,[[-16.61010747]],159.87142070661767,-36.7575413281869,0.8498977287066598
40,10.0,0,8,[[-16.59768385]],159.68368405669744,-36.7575413281869,0.6968207644169366
40,10.0,0,9,[[-17.50857084]],158.64597852049008,-36.7575413281869,0.4354736271028123
40,10.0,0,10,[[-16.99297508]],159.33917912450522,-36.7575413281869,0.37947238048264614
40,10.0,1,1,[[-20.00000004]],56.96325587212156,-36.7575413281869,2.755556875182323
40,10.0,1,2,[[-17.56367055]],120.13648937101176,-36.7575413281869,10.341122349755958
40,10.0,1,3,[[-15.85455767]],151.20631584962342,-36.7575413281869,4.735126681081122
40,10.0,1,4,[[-17.25411412]],160.30356030366883,-36.7575413281869,1.7325160162843438
40,10.0,1,5,[[-16.12925869]],162.74408272055373,-36.7575413281869,0.22162735815326454
40,10.0,1,6,[[-16.25074965]],163.62781617511337,-36.7575413281869,0.4685468194276554
40,10.0,1,7,[[-15.96925481]],163.81115181534486,-36.7575413281869,0.3134202999560834
40,10.0,1,8,[[-15.9281708]],163.23163457273859,-36.7575413281869,0.03384451778335702
40,10.0,1,9,[[-15.99384598]],162.75898019222137,-36.7575413281869,0.2516798265692797
40,10.0,1,10,[[-16.27525931]],164.30635859026452,-36.7575413281869,0.4933386487772841
40,10.0,2,1,[[-20.00000001]],88.73229719644102,-36.7575413281869,13.347723013958346
40,10.0,2,2,[[-18.54801209]],138.29926920230866,-36.7575413281869,34.818171979520116
40,10.0,2,3,[[-17.78734968]],155.96150562477376,-36.7575413281869,7.2924767155588235
40,10.0,2,4,[[-19.36719815]],158.7565385119365,-36.7575413281869,1.7742502441534391
40,10.0,2,5,[[-19.33620239]],158.5820082671521,-36.7575413281869,1.553037137761096
40,10.0,2,6,[[-19.38125487]],158.62047555689088,-36.7575413281869,1.42721688341199
40,10.0,2,7,[[-19.39651472]],158.62865261452768,-36.7575413281869,1.9339160662764083
40,10.0,2,8,[[-19.19040796]],158.63486940283843,-36.7575413281869,1.8085408590847631
40,10.0,2,9,[[-19.22265326]],158.3770009587714,-36.7575413281869,1.0752615525785112
40,10.0,2,10,[[-19.34390951]],158.69856686329973,-36.7575413281869,1.9226663473292993
40,10.0,3,1,[[-19.99999913]],54.5771969270123,-36.7575413281869,2.468972499232299
40,10.0,3,2,[[-19.2522937]],116.00368776848254,-36.7575413281869,8.661880858681819
40,10.0,3,3,[[-18.60663162]],146.54759742853324,-36.7575413281869,4.198918893099367
40,10.0,3,4,[[-18.8205811]],154.85417930264856,-36.7575413281869,1.3124248465264854
40,10.0,3,5,[[-19.23017293]],153.74201854024267,-36.7575413281869,0.8554107403078492
40,10.0,3,6,[[-20.48020287]],157.18046412362835,-36.7575413281869,0.45584924647892516
40,10.0,3,7,[[-17.54405656]],156.40478973152298,-36.7575413281869,0.3060522471221382
40,10.0,3,8,[[-18.14827261]],159.04965278757945,-36.7575413281869,0.35183635501461924
40,10.0,3,9,[[-21.00390802]],154.02759076907552,-36.7575413281869,0.47901156403321504
40,10.0,3,10,[[-20.8828211]],153.6855461313663,-36.7575413281869,0.6868177061145871
40,10.0,4,1,[[-19.99999992]],150.78578913240835,-36.7575413281869,366.0418552501623
40,10.0,4,2,[[-18.25944335]],161.96957829228836,-36.7575413281869,198.96470909635752
40,10.0,4,3,[[-19.14784602]],163.88172935704023,-36.7575413281869,58.258878222025146
40,10.0,4,4,[[-19.27775963]],164.74959679164107,-36.7575413281869,252.61853147203394
40,10.0,4,5,[[-19.54150313]],165.63474039886984,-36.7575413281869,206.36544859674788
40,10.0,4,6,[[-17.41906163]],153.09629490409898,-36.7575413281869,0.6656456260459676
40,10.0,4,7,[[-18.95961478]],165.57320151944705,-36.7575413281869,186.28204087835232
40,10.0,4,8,[[-18.87857922]],165.31177312376593,-36.7575413281869,202.91824209087025
40,10.0,4,9,[[-19.05030346]],165.24628537001462,-36.7575413281869,212.9957824076668
40,10.0,4,10,[[-19.10959499]],165.49363372087433,-36.7575413281869,224.4195259000497
80,0.01,0,1,[[-40.00000031]],-0.08974293145414206,-73.5150826563738,0.0021438338710063386
80,0.01,0,2,[[-40.00001981]],2.176260568257619,-73.5150826563738,0.29659777587801334
80,0.01,0,3,[[-40.00006571]],2.1793949334007965,-73.5150826563738,0.30346702339532855
80,0.01,0,4,[[-39.99982363]],2.1833313276004613,-73.5150826563738,0.30446035547065775
80,0.01,0,5,[[-40.00012699]],2.8812922537925796,-73.5150826563738,0.33290427660450594
80,0.01,0,6,[[-39.99998592]],3.0989618313985474,-73.5150826563738,0.39206605178791565
80,0.01,0,7,[[-40.00177919]],3.0163140816893317,-73.5150826563738,0.3618095475374868
80,0.01,0,8,[[-40.00236855]],3.0182030284351153,-73.5150826563738,0.3672524105789309
80,0.01,0,9,[[-39.99931983]],3.0201349017754717,-73.5150826563738,0.36168192182889464
80,0.01,0,10,[[-39.99651063]],3.0186607562688765,-73.5150826563738,0.36089044920472657
80,0.01,1,1,[[-39.99999872]],3.7558166917620563,-73.5150826563738,0.028827821431800616
80,0.01,1,2,[[-39.99994698]],3.7559146616272283,-73.5150826563738,0.02575358287708506
80,0.01,1,3,[[-39.99998507]],4.499657466210294,-73.5150826563738,0.1612405520439397
80,0.01,1,4,[[-39.99989506]],4.500025542882792,-73.5150826563738,0.16379547021609278
80,0.01,1,5,[[-39.95990595]],7.067555945283187,-73.5150826563738,0.2884185821581748
80,0.01,1,6,[[-39.96543736]],7.496801571857288,-73.5150826563738,0.260708102990045
80,0.01,1,7,[[-39.97547055]],7.789733241013476,-73.5150826563738,0.23867488430326247
80,0.01,1,8,[[-40.00065582]],8.04189162208212,-73.5150826563738,0.21328008570723764
80,0.01,1,9,[[-40.07196986]],-2.8626180151786067,-73.5150826563738,0.987750199478107
80,0.01,1,10,[[-40.01643893]],0.8891014994376651,-73.5150826563738,0.9724367460510991
80,0.01,2,1,[[-40.00000842]],-2.855330173710048,-73.5150826563738,0.06881073229432014
80,0.01,2,2,[[-39.99973861]],-2.8438763898277726,-73.5150826563738,0.07261782513382337
80,0.01,2,3,[[-40.00012867]],-2.8268036791227047,-73.5150826563738,0.07848246919789756
80,0.01,2,4,[[-40.00005442]],-2.3797441497680416,-73.5150826563738,0.1871190819079138
80,0.01,2,5,[[-39.99988325]],1.1623009742969581,-73.5150826563738,0.39814861995512035
80,0.01,2,6,[[-39.99964429]],1.2953244902897718,-73.5150826563738,0.3721615065338043
80,0.01,2,7,[[-39.99967615]],1.1954733564548614,-73.5150826563738,0.3774195662896157
80,0.01,2,8,[[-39.99787699]],1.033597447685077,-73.5150826563738,0.3828854959413482
80,0.01,2,9,[[-40.00126335]],-5.07100333227177,-73.5150826563738,0.569916451779556
80,0.01,2,10,[[-40.00608099]],-0.9273656353526556,-73.5150826563738,0.5828931807334873
80,0.01,3,1,[[-40.00001238]],-5.179264366842567,-73.5150826563738,0.12137279547993567
80,0.01,3,2,[[-39.9999917]],-5.150650999877624,-73.5150826563738,0.1261476514546724
80,0.01,3,3,[[-39.99996142]],-4.940814588556518,-73.5150826563738,0.19156229557303447
80,0.01,3,4,[[-39.99998226]],-4.581895810299963,-73.5150826563738,0.1995686916816689
80,0.01,3,5,[[-40.00220065]],-4.591438667431617,-73.5150826563738,0.19785841975163318
80,0.01,3,6,[[-40.00006756]],-4.21813906925353,-73.5150826563738,0.28041137842724834
80,0.01,3,7,[[-39.99913932]],-4.086058295590927,-73.5150826563738,0.3238242450153765
80,0.01,3,8,[[-39.99821385]],-3.935807645521109,-73.5150826563738,0.38209288717850415
80,0.01,3,9,[[-39.99936001]],-3.166069980547082,-73.5150826563738,0.9246487780074354
80,0.01,3,10,[[-40.00849829]],-3.57824862555564,-73.5150826563738,0.5547461482527072
80,0.01,4,1,[[-39.99999999]],2.4172277632666814,-73.5150826563738,0.05848361368288248
80,0.01,4,2,[[-39.99999273]],3.141556536462623,-73.5150826563738,0.1872900319282461
80,0.01,4,3,[[-39.99993055]],3.5559562860535228,-73.5150826563738,0.21325170653698391
80,0.01,4,4,[[-39.99945402]],3.6984152454436687,-73.5150826563738,0.20637862996218584
80,0.01,4,5,[[-40.00004277]],4.040207755612669,-73.5150826563738,0.2065345445690309
80,0.01,4,6,[[-40.00020987]],4.0363749426805,-73.5150826563738,0.20037153051306789
80,0.01,4,7,[[-39.99544094]],4.0558144173711295,-73.5150826563738,0.21841847409773177
80,0.01,4,8,[[-39.98479812]],3.927291596679361,-73.5150826563738,0.18510150993180938
80,0.01,4,9,[[-40.00286269]],1.320482051779034,-73.5150826563738,0.3879255236812656
80,0.01,4,10,[[-40.00714483]],4.314079059258812,-73.5150826563738,0.24967523577099665
80,0.1,0,1,[[-39.99999843]],3.840285769745444,-73.5150826563738,0.0913376116990257
80,0.1,0,2,[[-39.99999096]],5.825256550564412,-73.5150826563738,0.3060102085518538
80,0.1,0,3,[[-40.0000058]],5.836664978702698,-73.5150826563738,0.2955126407906322
80,0.1,0,4,[[-40.00002068]],5.83686577367332,-73.5150826563738,0.2952583250357466
80,0.1,0,5,[[-39.99997137]],6.497749126943789,-73.5150826563738,0.326920304375182
80,0.1,0,6,[[-40.0001055]],6.719332930480867,-73.5150826563738,0.38129391870999496
80,0.1,0,7,[[-40.00242891]],6.631494066635817,-73.5150826563738,0.35224160886187567
80,0.1,0,8,[[-40.00236464]],6.634649294834265,-73.5150826563738,0.3564072976013492
80,0.1,0,9,[[-40.00008982]],6.635801912200944,-73.5150826563738,0.35327926315331704
80,0.1,0,10,[[-39.99647628]],6.6300046310501175,-73.5150826563738,0.35266555253913834
80,0.1,1,1,[[-39.99999994]],7.335313105616872,-73.5150826563738,0.057465911059999514
80,0.1,1,2,[[-40.00077844]],7.351791307753668,-73.5150826563738,0.02555672532078709
80,0.1,1,3,[[-39.99996188]],8.163334277440182,-73.5150826563738,0.17460545533621946
80,0.1,1,4,[[-39.99991155]],8.16338278701249,-73.5150826563738,0.17347074353751718
80,0.1,1,5,[[-39.97858242]],10.554439628063955,-73.5150826563738,0.2822393093180878
80,0.1,1,6,[[-40.01351046]],10.938600041208273,-73.5150826563738,0.2594053401099653
80,0.1,1,7,[[-39.98645816]],11.226099767947982,-73.5150826563738,0.23438265968569488
80,0.1,1,8,[[-40.0043531]],11.445943883739485,-73.5150826563738,0.2112600765266045
80,0.1,1,9,[[-39.97086458]],11.420227609533836,-73.5150826563738,0.20082408638761365
80,0.1,1,10,[[-40.01391154]],4.326026087409091,-73.5150826563738,0.9728346043992612
80,0.1,2,1,[[-40.00000002]],0.7566397797280218,-73.5150826563738,0.0061406617255682005
80,0.1,2,2,[[-39.99982221]],0.757053433231758,-73.5150826563738,0.0009190204582093006
80,0.1,2,3,[[-40.00015844]],0.7721389634246311,-73.5150826563738,0.020859346512454427
80,0.1,2,4,[[-39.99998622]],1.1962805641481933,-73.5150826563738,0.15944757861930556
80,0.1,2,5,[[-39.99981877]],4.78209903812903,-73.5150826563738,0.39796500790575495
80,0.1,2,6,[[-39.99547809]],4.4166416535684645,-73.5150826563738,0.4098336119059148
80,0.1,2,7,[[-39.99911864]],4.820363040180498,-73.5150826563738,0.3803883370105378
80,0.1,2,8,[[-39.996223]],4.650095291761853,-73.5150826563738,0.3840885072392468
80,0.1,2,9,[[-40.0064454]],-9.499265436595934,-73.5150826563738,0.9890444675975028
80,0.1,2,10,[[-39.99901872]],5.0356192114759635,-73.5150826563738,0.42343652111673663
80,0.1,3,1,[[-40.00000323]],-1.549189180525504,-73.5150826563738,0.03790110953484174
80,0.1,3,2,[[-39.99996614]],-1.5476668818833628,-73.5150826563738,0.03875782027891073
80,0.1,3,3,[[-40.00025055]],-1.3032022563604533,-73.5150826563738,0.16891229160955898
80,0.1,3,4,[[-40.00000365]],-0.9877397858836203,-73.5150826563738,0.15864084372196657
80,0.1,3,5,[[-39.99995803]],-0.9877210874933436,-73.5150826563738,0.15852951789887315
80,0.1,3,6,[[-40.00050275]],-0.6082396287492985,-73.5150826563738,0.2591008511241861
80,0.1,3,7,[[-39.99979943]],-0.47390687059810893,-73.5150826563738,0.3045901587148645
80,0.1,3,8,[[-39.99799037]],-0.3247024640969618,-73.5150826563738,0.36375487577783144
80,0.1,3,9,[[-40.00100961]],0.4457417321231638,-73.5150826563738,0.9154176272349702
80,0.1,3,10,[[-40.03084465]],-8.548393083355668,-73.5150826563738,0.9889887535749075
80,0.1,4,1,[[-39.99999999]],5.809879246608952,-73.5150826563738,0.07974515397352988
80,0.1,4,2,[[-39.99998364]],6.7783746142992145,-73.5150826563738,0.1940478454116576
80,0.1,4,3,[[-39.99998104]],7.216707496362803,-73.5150826563738,0.21460083331183077
80,0.1,4,4,[[-40.00016226]],7.330895652310337,-73.5150826563738,0.20430645433251904
80,0.1,4,5,[[-40.00010276]],7.685636436763337,-73.5150826563738,0.20842271727970857
80,0.1,4,6,[[-40.00028257]],7.682289907053423,-73.5150826563738,0.20194045328045854
80,0.1,4,7,[[-40.00126748]],7.659416156817418,-73.5150826563738,0.19461358822644897
80,0.1,4,8,[[-39.98285069]],7.565713776249252,-73.5150826563738,0.1849936499518706
80,0.1,4,9,[[-40.01124192]],6.150943487668345,-73.5150826563738,0.33639597708576285
80,0.1,4,10,[[-40.00995658]],-3.5026469948405112,-73.5150826563738,0.9741803882203578
80,1.0,0,1,[[-39.9999992]],40.899357987008614,-73.5150826563738,0.38379443254454854
80,1.0,0,2,[[-39.99997701]],40.9037890676763,-73.5150826563738,0.36920724135360355
80,1.0,0,3,[[-40.00002648]],41.05761219310713,-73.5150826563738,0.40578358963166933
80,1.0,0,4,[[-40.00001058]],41.18735730671595,-73.5150826563738,0.3796109957664331
80,1.0,0,5,[[-40.00002076]],41.74215317187996,-73.5150826563738,0.4063104295689273
80,1.0,0,6,[[-40.00367638]],41.830013016292234,-73.5150826563738,0.414511952820386
80,1.0,0,7,[[-40.00064264]],41.92228733462373,-73.5150826563738,0.432579864916747
80,1.0,0,8,[[-39.99838218]],41.889748151196585,-73.5150826563738,0.42626120772344483
80,1.0,0,9,[[-40.01059319]],34.162812210649896,-73.5150826563738,0.9927624566108936
80,1.0,0,10,[[-39.99876874]],41.88737792902954,-73.5150826563738,0.4229478833005135
80,1.0,1,1,[[-39.99999957]],41.84047620958552,-73.5150826563738,0.3789716316166941
80,1.0,1,2,[[-39.99994487]],43.4412599086495,-73.5150826563738,0.06668074837533813
80,1.0,1,3,[[-40.0023607]],44.937395309970306,-73.5150826563738,0.4031850255247457
80,1.0,1,4,[[-39.99952518]],45.47963015764356,-73.5150826563738,0.3454707251415538
80,1.0,1,5,[[-39.99163696]],47.59696023674557,-73.5150826563738,0.3301322636651603
80,1.0,1,6,[[-40.0049309]],47.68248360201833,-73.5150826563738,0.32573166645402585
80,1.0,1,7,[[-39.99874331]],47.85036423217047,-73.5150826563738,0.32153113869735356
80,1.0,1,8,[[-39.95076711]],47.660012174314154,-73.5150826563738,0.3312565076332737
80,1.0,1,9,[[-40.04956832]],47.862545098166244,-73.5150826563738,0.32772648125042964
80,1.0,1,10,[[-40.03338471]],39.84468405674285,-73.5150826563738,0.969092533349224
80,1.0,2,1,[[-39.99999342]],34.56217000348121,-73.5150826563738,0.31505452470222745
80,1.0,2,2,[[-40.00001699]],36.669489271677,-73.5150826563738,0.03730322810982128
80,1.0,2,3,[[-39.99996462]],36.744688634811624,-73.5150826563738,0.023644785810935452
80,1.0,2,4,[[-39.99997459]],36.9755850920268,-73.5150826563738,0.14215141083460697
80,1.0,2,5,[[-39.99967024]],40.716213570752615,-73.5150826563738,0.5026936332926684
80,1.0,2,6,[[-39.99987666]],41.02993951785839,-73.5150826563738,0.5239117773611905
80,1.0,2,7,[[-39.99857593]],40.83913037750701,-73.5150826563738,0.511002522606363
80,1.0,2,8,[[-39.99331]],40.574512742060655,-73.5150826563738,0.4955561551244359
80,1.0,2,9,[[-40.03718829]],33.772283994115334,-73.5150826563738,0.5553694392421358
80,1.0,2,10,[[-39.98076378]],22.91681500324802,-73.5150826563738,0.8644804948783706
80,1.0,3,1,[[-39.99999287]],32.713359134897416,-73.5150826563738,0.2919657687352779
80,1.0,3,2,[[-40.00003298]],34.356657239851714,-73.5150826563738,0.05166133970122817
80,1.0,3,3,[[-39.99998597]],34.984866384235985,-73.5150826563738,0.2536130172556559
80,1.0,3,4,[[-40.00112074]],34.49995582799109,-73.5150826563738,0.18590387285408105
80,1.0,3,5,[[-40.00032265]],35.14183125034308,-73.5150826563738,0.15468614681818102
80,1.0,3,6,[[-40.00013773]],35.64766593456525,-73.5150826563738,0.2535523652841764
80,1.0,3,7,[[-39.99940957]],35.77730088302808,-73.5150826563738,0.27997510842079104
80,1.0,3,8,[[-39.99755024]],35.9006969439276,-73.5150826563738,0.31508157058632896
80,1.0,3,9,[[-40.0038832]],36.08480533946463,-73.5150826563738,0.7733851338724281
80,1.0,3,10,[[-40.12518906]],34.42557749273752,-73.5150826563738,0.9198609489783384
80,1.0,4,1,[[-39.9999971]],38.21422996030263,-73.5150826563738,0.35367999123528754
80,1.0,4,2,[[-39.99980681]],43.3224690818683,-73.5150826563738,0.21673621567631382
80,1.0,4,3,[[-39.99993498]],43.83026456301384,-73.5150826563738,0.2549394217984965
80,1.0,4,4,[[-39.99982115]],43.87842219299035,-73.5150826563738,0.2855388853130505
80,1.0,4,5,[[-40.00037537]],44.486141802287975,-73.5150826563738,0.31478531546911626
80,1.0,4,6,[[-40.01661417]],40.149677261734105,-73.5150826563738,0.4769617085018223
80,1.0,4,7,[[-40.00205232]],44.45413248194455,-73.5150826563738,0.2979850447489346
80,1.0,4,8,[[-39.99749277]],44.52653135979107,-73.5150826563738,0.3219680620733836
80,1.0,4,9,[[-40.01502818]],41.898583451882885,-73.5150826563738,0.3868782530577319
80,1.0,4,10,[[-40.01016454]],44.68655502326595,-73.5150826563738,0.3281789266827298
80,10.0,0,1,[[-39.99999999]],111.34369379130791,-73.5150826563738,1.9632716080747812
80,10.0,0,2,[[-37.54314746]],233.97754488675284,-73.5150826563738,7.487169179270899
80,10.0,0,3,[[-39.18033559]],296.41711276656787,-73.5150826563738,3.962240723823873
80,10.0,0,4,[[-37.82184719]],287.3190116764043,-73.5150826563738,3.4663884962296354
80,10.0,0,5,[[-42.08928868]],313.79455116190894,-73.5150826563738,0.19800553818603703
80,10.0,0,6,[[-39.02704473]],316.23934741600164,-73.5150826563738,0.43092842522867186
80,10.0,0,7,[[-39.76042205]],320.35200324034196,-73.5150826563738,0.8207032778565012
80,10.0,0,8,[[-41.55978602]],317.55886437537254,-73.5150826563738,0.2571110758958842
80,10.0,0,9,[[-39.69769942]],318.8321934233266,-73.5150826563738,0.3243781915373378
80,10.0,0,10,[[-44.23992028]],315.0805038807612,-73.5150826563738,0.08793376691248131
80,10.0,1,1,[[-39.99999947]],147.95298446762425,-73.5150826563738,4.527966661665135
80,10.0,1,2,[[-37.65233725]],259.1673875338041,-73.5150826563738,18.128661537324128
80,10.0,1,3,[[-35.15510117]],308.67307021415587,-73.5150826563738,8.127347382325176
80,10.0,1,4,[[-39.13214155]],321.40551918460625,-73.5150826563738,2.035253317315493
80,10.0,1,5,[[-35.66460272]],315.9704732865697,-73.5150826563738,1.8501784873834457
80,10.0,1,6,[[-37.62102731]],321.51644560787963,-73.5150826563738,0.8626442718030551
80,10.0,1,7,[[-37.53575069]],322.9157865120099,-73.5150826563738,0.44366005140047027
80,10.0,1,8,[[-35.7929587]],307.81969311144644,-73.5150826563738,0.9044080482488982
80,10.0,1,9,[[-37.31627438]],322.2095038202539,-73.5150826563738,0.2232844289930238
80,10.0,1,10,[[-37.84871703]],321.623005265066,-73.5150826563738,0.20799090509037574
80,10.0,2,1,[[-39.99999778]],199.54774691037684,-73.5150826563738,16.56368423658761
80,10.0,2,2,[[-36.18366121]],284.51869103311765,-73.5150826563738,39.475840515572955
80,10.0,2,3,[[-41.99866329]],309.66027962166044,-73.5150826563738,13.372896934423123
80,10.0,2,4,[[-39.85955818]],309.02049303240267,-73.5150826563738,7.39354047146042
80,10.0,2,5,[[-40.7861297]],309.85184267305095,-73.5150826563738,3.5514517753614565
80,10.0,2,6,[[-39.05119034]],309.85566819978163,-73.5150826563738,1.4297386767202755
80,10.0,2,7,[[-39.01598114]],309.7923724384556,-73.5150826563738,1.68498857373625
80,10.0,2,8,[[-38.97046466]],309.7153784479772,-73.5150826563738,2.026534430710474
80,10.0,2,9,[[-38.5363461]],309.1452327961093,-73.5150826563738,1.7120010611716046
80,10.0,2,10,[[-40.95837706]],308.37184481190315,-73.5150826563738,7.5798449544823745
80,10.0,3,1,[[-39.99999999]],134.59250852137617,-73.5150826563738,3.280223183720361
80,10.0,3,2,[[-36.54072906]],249.28156266014483,-73.5150826563738,12.892157655384231
80,10.0,3,3,[[-36.18778345]],305.9053223670587,-73.5150826563738,7.660775804711079
80,10.0,3,4,[[-37.18166742]],324.6214150467821,-73.5150826563738,0.9480945060871901
80,10.0,3,5,[[-39.16142686]],327.5394869672981,-73.5150826563738,0.037321965653478104
80,10.0,3,6,[[-36.71156812]],325.98843970408024,-73.5150826563738,0.291632679532521
80,10.0,3,7,[[-35.70228824]],323.87225835068404,-73.5150826563738,0.22469608040624145
80,10.0,3,8,[[-34.79236092]],320.334685428402,-73.5150826563738,1.0005655605909385
80,10.0,3,9,[[-38.06514286]],326.1306131337562,-73.5150826563738,1.5202731151062372
80,10.0,3,10,[[-36.78936389]],325.54390443490223,-73.5150826563738,0.08874157109344981
80,10.0,4,1,[[-39.99999998]],286.75646063433254,-73.5150826563738,166.74403787423623
80,10.0,4,2,[[-32.42067458]],315.40810109001694,-73.5150826563738,125.35371368796575
80,10.0,4,3,[[-32.5150608]],320.76964946139447,-73.5150826563738,35.44626810748852
80,10.0,4,4,[[-43.14967308]],298.81469759723433,-73.5150826563738,0.052313222266240196
80,10.0,4,5,[[-32.64017205]],321.95667479221567,-73.5150826563738,92.65000969696106
80,10.0,4,6,[[-32.60237124]],321.9825378584607,-73.5150826563738,93.25035608173515
80,10.0,4,7,[[-32.58887728]],321.9399507163081,-73.5150826563738,91.40445448428225
80,10.0,4,8,[[-31.92055857]],319.89173655349805,-73.5150826563738,10.497512879492836
80,10.0,4,9,[[-31.76903129]],319.66302722166495,-73.5150826563738,7.855556532014909
80,10.0,4,10,[[-32.4359781]],321.8622583321752,-73.5150826563738,93.76216773044155
160,0.01,0,1,[[-80.00000517]],-2.689852997636274,-147.0301653127476,0.03297296226654936
