n_nodes,seed,n_train,n_test,train_time,inference_time,total_time,test_rmse,noise_variance,modulator_l2
32,42,19,7,7.688054084777832,0.43211865425109863,8.12017273902893,1.0799407958984375,0.1385391652584076,1.9442008
32,43,19,7,4.0932841300964355,0.05835676193237305,4.151640892028809,1.0012073516845703,0.2815741002559662,1.7857537
32,44,19,7,4.184892892837524,0.08753585815429688,4.272428750991821,0.7183942198753357,0.016545254737138748,2.5784523
32,45,19,7,4.0713770389556885,0.07272481918334961,4.144101858139038,0.7706103324890137,0.12761235237121582,2.1709805
32,46,19,7,4.021617412567139,0.06442928314208984,4.0860466957092285,0.5992898941040039,0.024862533435225487,2.419767
64,42,38,14,3.8522167205810547,0.059374332427978516,3.911591053009033,0.5846684575080872,0.2428969442844391,2.2767518
64,43,38,14,3.9922983646392822,0.05971503257751465,4.052013397216797,0.5635559558868408,0.10074923932552338,2.5037947
64,44,38,14,4.035035848617554,0.0735313892364502,4.108567237854004,0.5677517652511597,0.07325892150402069,2.7956202
64,45,38,14,3.7298285961151123,0.05672168731689453,3.786550283432007,0.5796162486076355,0.22812321782112122,2.8698843
64,46,38,14,3.823925018310547,0.0649712085723877,3.8888962268829346,0.6765208840370178,0.4244566261768341,2.6063223
128,42,76,27,3.8567380905151367,0.058550357818603516,3.9152884483337402,0.5388874411582947,0.7593679428100586,2.9562523
128,43,76,27,3.940354347229004,0.06487607955932617,4.00523042678833,0.4638731777667999,0.057950492948293686,2.4575465
128,44,76,27,3.789952039718628,0.05951642990112305,3.849468469619751,0.442861407995224,0.5514875054359436,3.0251715
128,45,76,27,4.213528871536255,0.07622265815734863,4.2897515296936035,0.48777973651885986,0.03779122233390808,2.788634
128,46,76,27,3.9264605045318604,0.06158638000488281,3.988046884536743,0.5778616070747375,0.08301340043544769,2.0355916
256,42,153,52,3.939293622970581,0.059378862380981445,3.9986724853515625,0.7041851282119751,0.4118525981903076,2.7781212
256,43,153,52,3.89498233795166,0.06767034530639648,3.9626526832580566,0.6173589825630188,0.058819934725761414,2.2937386
256,44,153,52,4.43075966835022,0.06982612609863281,4.5005857944488525,0.6394961476325989,0.030172966420650482,2.3620932
256,45,153,52,3.8022117614746094,0.08751916885375977,3.889730930328369,0.6753362417221069,0.014637389220297337,2.491182
256,46,153,52,4.397542953491211,0.07893252372741699,4.476475477218628,0.6497446894645691,0.029792524874210358,2.547821
512,42,307,103,5.3057122230529785,0.09604287147521973,5.401755094528198,0.5363518595695496,0.01708836294710636,2.5911636
512,43,307,103,4.857842922210693,0.10544514656066895,4.963288068771362,0.5711482763290405,0.03503786399960518,2.9358056
512,44,307,103,3.9166829586029053,0.07074475288391113,3.9874277114868164,0.543172299861908,0.08026988059282303,2.1670241
512,45,307,103,3.8765013217926025,0.06152486801147461,3.938026189804077,0.7457887530326843,0.43229684233665466,1.8958172
512,46,307,103,3.939002752304077,0.05901932716369629,3.9980220794677734,0.5996723175048828,0.6413611173629761,2.9238107
1024,42,614,206,3.9892122745513916,0.06636738777160645,4.055579662322998,0.7129052877426147,0.6042277812957764,2.318344
1024,43,614,206,3.9328529834747314,0.06850504875183105,4.0013580322265625,0.559882402420044,0.1890687197446823,2.8000505
1024,44,614,206,4.476840257644653,0.08607339859008789,4.562913656234741,0.5568798184394836,0.038842830806970596,2.562668
1024,45,614,206,5.095947265625,0.08026719093322754,5.1762144565582275,0.5462921261787415,0.02914985828101635,2.5029767
1024,46,614,206,4.786151647567749,0.09764885902404785,4.883800506591797,0.540360152721405,0.014665424823760986,2.5688183
2048,42,1228,411,4.748478412628174,0.09293627738952637,4.8414146900177,0.5505232214927673,0.04143136367201805,2.8360302
2048,43,1228,411,3.992619514465332,0.07935643196105957,4.071975946426392,0.5959075689315796,0.10754841566085815,3.0805998
2048,44,1228,411,4.0401716232299805,0.07041239738464355,4.110584020614624,0.6360684037208557,0.060375042259693146,2.012211
2048,45,1228,411,4.399810314178467,0.08516240119934082,4.484972715377808,0.558203399181366,0.04422088712453842,2.8121746
2048,46,1228,411,4.176106691360474,0.06166863441467285,4.2377753257751465,0.5862915515899658,0.16526930034160614,2.5508242
4096,42,2457,820,3.5897645950317383,0.09222626686096191,3.6819908618927,0.570410966873169,0.03328415006399155,2.7924874
4096,43,2457,820,3.1974997520446777,0.07718157768249512,3.274681329727173,0.5313034653663635,0.06065025553107262,2.5120656
4096,44,2457,820,3.0115373134613037,0.05922865867614746,3.070765972137451,0.6015574336051941,0.2867758870124817,3.0892951
4096,45,2457,820,3.0314600467681885,0.05588841438293457,3.087348461151123,0.6308965086936951,0.147334486246109,2.1122036
4096,46,2457,820,3.539109468460083,0.07631611824035645,3.6154255867004395,0.6097387075424194,0.393410861492157,3.1172447
8192,42,4915,1639,4.057398796081543,0.0795583724975586,4.136957168579102,0.5975430607795715,0.15791526436805725,2.7410185
8192,43,4915,1639,4.282259225845337,0.08689999580383301,4.36915922164917,0.6036390066146851,0.051398973912000656,2.343299
8192,44,4915,1639,4.038186073303223,0.07015752792358398,4.108343601226807,0.6118317246437073,0.15080536901950836,2.765715
