n_nodes,seed,n_train,n_test,train_time,inference_time,total_time,test_rmse,noise_variance,modulator_l2
32,42,19,7,4.1537439823150635,0.08708810806274414,4.240832090377808,1.0799407958984375,0.1385391652584076,1.9442008
32,43,19,7,3.007660150527954,0.05924630165100098,3.066906452178955,1.0012073516845703,0.2815741002559662,1.7857537
32,44,19,7,3.7975053787231445,0.07023763656616211,3.8677430152893066,0.7183942198753357,0.016545254737138748,2.5784523
32,45,19,7,2.970750570297241,0.053650856018066406,3.0244014263153076,0.7706103324890137,0.12761235237121582,2.1709805
32,46,19,7,3.6152753829956055,0.07024121284484863,3.685516595840454,0.5992898941040039,0.024862533435225487,2.419767
64,42,38,14,3.9954075813293457,0.05612039566040039,4.051527976989746,0.5846684575080872,0.2428969442844391,2.2767518
64,43,38,14,3.8838322162628174,0.06403589248657227,3.9478681087493896,0.5635559558868408,0.10074923932552338,2.5037947
64,44,38,14,3.848804235458374,0.0688779354095459,3.91768217086792,0.5677517652511597,0.07325892150402069,2.7956202
64,45,38,14,3.8976550102233887,0.05899333953857422,3.956648349761963,0.5796162486076355,0.22812321782112122,2.8698843
64,46,38,14,3.871968984603882,0.05976748466491699,3.931736469268799,0.6765208840370178,0.4244566261768341,2.6063223
128,42,76,27,4.0191075801849365,0.05998396873474121,4.079091548919678,0.5388874411582947,0.7593679428100586,2.9562523
128,43,76,27,3.8863954544067383,0.060925960540771484,3.9473214149475098,0.4638731777667999,0.057950492948293686,2.4575465
128,44,76,27,2.922145128250122,0.058951377868652344,2.9810965061187744,0.442861407995224,0.5514875054359436,3.0251715
128,45,76,27,4.375492572784424,0.08403372764587402,4.459526300430298,0.48777973651885986,0.03779122233390808,2.788634
128,46,76,27,3.9976418018341064,0.06875205039978027,4.066393852233887,0.5778616070747375,0.08301340043544769,2.0355916
256,42,153,52,3.9359447956085205,0.0627586841583252,3.9987034797668457,0.7041851282119751,0.4118525981903076,2.7781212
256,43,153,52,4.019579887390137,0.0679020881652832,4.08748197555542,0.6173589825630188,0.058819934725761414,2.2937386
256,44,153,52,4.337409973144531,0.08070802688598633,4.418118000030518,0.6394961476325989,0.030172966420650482,2.3620932
256,45,153,52,4.8348517417907715,0.09272575378417969,4.927577495574951,0.6753362417221069,0.014637389220297337,2.491182
256,46,153,52,4.29482889175415,0.07746338844299316,4.3722922801971436,0.6497446894645691,0.029792524874210358,2.547821
