n_nodes,n_edges,seed,sparse_rw_time,dense_rw_time,sparse_size_mb,dense_size_mb,sparse_dense_equiv_mb,compression_ratio,time_speedup,sparse_file_size_mb,dense_file_size_mb,sparse_total_nnz,sparse_avg_nnz_per_matrix,graph_sparsity,step_matrix_sparsity,run_dense,is_feasible,has_dense_data
32,32,42,0.24787449836730957,0.10653257369995117,0.00439453125,0.0234375,0.0234375,5.333333333333333,0.4297843239286652,0.004367828369140625,0.023706436157226562,288,96.0,0.0625,0.09375,True,True,True
32,32,43,0.1471853256225586,0.10353255271911621,0.00439453125,0.0234375,0.0234375,5.333333333333333,0.7034162698027019,0.004367828369140625,0.023706436157226562,288,96.0,0.0625,0.09375,True,True,True
32,32,44,0.15827298164367676,0.1103818416595459,0.00439453125,0.0234375,0.0234375,5.333333333333333,0.6974143060503581,0.004367828369140625,0.023706436157226562,288,96.0,0.0625,0.09375,True,True,True
32,32,45,0.1465773582458496,0.11037015914916992,0.00439453125,0.0234375,0.0234375,5.333333333333333,0.7529823191658941,0.004367828369140625,0.023706436157226562,288,96.0,0.0625,0.09375,True,True,True
32,32,46,0.14482617378234863,0.10391950607299805,0.00439453125,0.0234375,0.0234375,5.333333333333333,0.717546444534073,0.004367828369140625,0.023706436157226562,288,96.0,0.0625,0.09375,True,True,True
64,64,42,0.2567908763885498,0.1957259178161621,0.0087890625,0.09375,0.09375,10.666666666666666,0.7621996566576205,0.008043289184570312,0.09402751922607422,576,192.0,0.03125,0.046875,True,True,True
64,64,43,0.15608906745910645,0.194671630859375,0.0087890625,0.09375,0.09375,10.666666666666666,1.2471829964028502,0.008043289184570312,0.09402751922607422,576,192.0,0.03125,0.046875,True,True,True
64,64,44,0.15671300888061523,0.19346880912780762,0.0087890625,0.09375,0.09375,10.666666666666666,1.2345421130621845,0.008043289184570312,0.09402751922607422,576,192.0,0.03125,0.046875,True,True,True
64,64,45,0.15161871910095215,0.19272637367248535,0.0087890625,0.09375,0.09375,10.666666666666666,1.2711251936125547,0.008043289184570312,0.09402751922607422,576,192.0,0.03125,0.046875,True,True,True
64,64,46,0.1644299030303955,0.20761394500732422,0.0087890625,0.09375,0.09375,10.666666666666666,1.26262888429087,0.008043289184570312,0.09402751922607422,576,192.0,0.03125,0.046875,True,True,True
128,128,42,0.3132009506225586,0.40044689178466797,0.017578125,0.375,0.375,21.333333333333332,1.278562185040269,0.015369415283203125,0.3752775192260742,1152,384.0,0.015625,0.0234375,True,True,True
128,128,43,0.18566250801086426,0.4047515392303467,0.017578125,0.375,0.375,21.333333333333332,2.180039166586407,0.015369415283203125,0.3752775192260742,1152,384.0,0.015625,0.0234375,True,True,True
128,128,44,0.21451878547668457,0.4440164566040039,0.017578125,0.375,0.375,21.333333333333332,2.069825519556947,0.015369415283203125,0.3752775192260742,1152,384.0,0.015625,0.0234375,True,True,True
128,128,45,0.19465970993041992,0.39342474937438965,0.017578125,0.375,0.375,21.333333333333332,2.0210897751518138,0.015369415283203125,0.3752775192260742,1152,384.0,0.015625,0.0234375,True,True,True
128,128,46,0.1785888671875,0.4024176597595215,0.017578125,0.375,0.375,21.333333333333332,2.2533188439849625,0.015369415283203125,0.3752775192260742,1152,384.0,0.015625,0.0234375,True,True,True
256,256,42,0.34877538681030273,0.842658519744873,0.03515625,1.5,1.5,42.666666666666664,2.4160492730044365,0.030029296875,1.5002803802490234,2304,768.0,0.0078125,0.01171875,True,True,True
256,256,43,0.25991106033325195,0.8501877784729004,0.03515625,1.5,1.5,42.666666666666664,3.271071948161072,0.030029296875,1.5002803802490234,2304,768.0,0.0078125,0.01171875,True,True,True
256,256,44,0.24904155731201172,0.8234670162200928,0.03515625,1.5,1.5,42.666666666666664,3.3065445988534843,0.030029296875,1.5002803802490234,2304,768.0,0.0078125,0.01171875,True,True,True
256,256,45,0.2380661964416504,0.8715827465057373,0.03515625,1.5,1.5,42.666666666666664,3.6610940970754777,0.030029296875,1.5002803802490234,2304,768.0,0.0078125,0.01171875,True,True,True
256,256,46,0.24586772918701172,0.8082683086395264,0.03515625,1.5,1.5,42.666666666666664,3.2874111267556465,0.030029296875,1.5002803802490234,2304,768.0,0.0078125,0.01171875,True,True,True
512,512,42,0.45534539222717285,1.9330344200134277,0.0703125,6.0,6.0,85.33333333333333,4.24520474569562,0.059326171875,6.000280380249023,4608,1536.0,0.00390625,0.005859375,True,True,True
512,512,43,0.3575420379638672,1.6962487697601318,0.0703125,6.0,6.0,85.33333333333333,4.744193939878905,0.059326171875,6.000280380249023,4608,1536.0,0.00390625,0.005859375,True,True,True
512,512,44,0.38217663764953613,1.644191026687622,0.0703125,6.0,6.0,85.33333333333333,4.302175655737961,0.059326171875,6.000280380249023,4608,1536.0,0.00390625,0.005859375,True,True,True
