seed,model,wpn,lml,mse_obs,rmse_obs,nlpd_obs,learned_noise_var,n_train,n_test
100,Diffusion,,-270.2181047474851,1.1302601619000583,1.0631369440951897,2.068527486427036,0.2320595246511772,270,630
100,GRF(wpn=1),1.0,-330.6961600512552,0.835290420777302,0.9139422414886522,1.3249293963630209,0.2511204617010147,270,630
100,GRF-ablation(wpn=1),1.0,-1304.5312614510362,49.55529720902279,7.039552344362729,4.710293136057007,0.2539189298511032,270,630
100,GRF(wpn=10),10.0,-321.9213898846703,0.8238374214071621,0.9076549021556388,1.3939948734424257,0.2412034082056058,270,630
100,GRF-ablation(wpn=10),10.0,-308.1834768519777,0.9346813630210956,0.9667892029915806,1.4239740813509398,0.2442136272662242,270,630
100,GRF(wpn=100),100.0,-301.3447453902389,0.9417100163888896,0.9704174443964256,1.5747215093509308,0.1411065057209828,270,630
100,GRF-ablation(wpn=100),100.0,-280.51636658919625,1.055313932594731,1.0272847378379233,1.6492446742296627,0.2402029360873408,270,630
100,GRF(wpn=1000),1000.0,-278.89410730163235,1.0917534321891027,1.0448700551691117,1.9180639144734,0.0974766956913912,270,630
100,GRF-ablation(wpn=1000),1000.0,-275.637787123812,1.0677540984726182,1.0333218755415072,1.7490594906142891,0.2317291023917158,270,630
101,Diffusion,,-279.13549981978366,1.067630364879156,1.0332620020494103,1.9514928646164011,0.210081113317523,270,630
101,GRF(wpn=1),1.0,-338.37532380413484,0.7441888756979489,0.8626638254256109,1.320708470063909,0.1772234866123785,270,630
101,GRF-ablation(wpn=1),1.0,-344.7225710609485,0.7439256827584934,0.8625112652936734,1.2889885533872478,0.2432429790931308,270,630
101,GRF(wpn=10),10.0,-335.6784430761322,0.7386295073449581,0.8594355748658291,1.3295905780120565,0.1574686350585546,270,630
101,GRF-ablation(wpn=10),10.0,-302.74392665516984,0.873219238308576,0.934462004743144,1.432834188266348,0.2393480413997988,270,630
101,GRF(wpn=100),100.0,-308.02121297774954,0.8539321840686982,0.9240845113238824,1.4698331088636465,0.1191843921581449,270,630
101,GRF-ablation(wpn=100),100.0,-304.38162246926703,0.9556232726306454,0.9775598562904704,1.5014961831730302,0.2406117198420841,270,630
101,GRF(wpn=1000),1000.0,-289.3526240035335,0.9887840040465624,0.9943761883947958,1.7482624131231674,0.121818394265542,270,630
101,GRF-ablation(wpn=1000),1000.0,-289.7111690048398,1.007293275302382,1.003640012804582,1.6560218981722394,0.2334690473845038,270,630
102,Diffusion,,-256.1945139776424,0.8538198514004458,0.9240237288081112,1.690953528294031,0.2317923851252916,270,630
102,GRF(wpn=1),1.0,-290.5807172618472,0.6894907592128708,0.8303558027814768,1.2705862246750668,0.2382324860189696,270,630
102,GRF-ablation(wpn=1),1.0,-309.8888215625344,0.6917120615254181,0.8316922877635803,1.2523994130194271,0.2443334047419121,270,630
102,GRF(wpn=10),10.0,-288.6745905825003,0.6724290745165761,0.8200177281721268,1.2947232907964867,0.2357640521034993,270,630
102,GRF-ablation(wpn=10),10.0,-282.0812667075954,0.7246370165646204,0.8512561403976011,1.2851989614982549,0.2441132740350703,270,630
102,GRF(wpn=100),100.0,-278.8181447303665,0.7718055340442955,0.8785246348533976,1.4319433069853484,0.1332993393871392,270,630
102,GRF-ablation(wpn=100),100.0,-271.7316472706502,0.8015452332736914,0.8952905859405043,1.3950487129299547,0.240793410950547,270,630
102,GRF(wpn=1000),1000.0,-261.4735361032607,0.8473349360664628,0.9205079771878476,1.6540718525986613,0.1043367752205229,270,630
102,GRF-ablation(wpn=1000),1000.0,-258.21193675099295,0.8566442816300555,0.9255507990543012,1.676447221811435,0.1999120796436205,270,630
