seed,model,walks_per_node,lml,rmse,nlpd,beta,sigma_f,variance
1113,GRF,1,-355.01263795745905,15.162467136108814,96.7021079216922,0.9733619988107892,0.28909054763618786,0.8208204190621172
1113,GRF,2,-354.0339438841456,15.074465242434357,95.81863008310148,1.1997040163576387,0.4077684468519026,0.7478790624490333
1113,GRF,4,-353.84105393447635,14.871853187537464,96.36710364661764,0.14106327070421848,0.9933100721062794,0.1365587065936367
1113,GRF,8,-354.2528829233739,14.939086803354044,96.0930397806402,0.15678133363402655,0.9958069228636511,0.1368226342683075
1113,GRF,16,-351.04074816627804,14.65093810449006,94.81703348490963,0.5077875927578074,1.1553775322434698,0.13939183367278624
1113,GRF,32,-351.6218760256825,14.478697314928345,94.0369886602746,0.6234705744017724,1.1887847829023623,0.14571211818458954
1113,GRF,64,-351.99070570409503,14.587276427130057,94.15233738209822,0.5423465100540318,1.1605443661886026,0.13929653558088165
1113,GRF,128,-348.87784051944953,14.214953385020186,92.70173934754558,0.9239229789977794,1.296413358408855,0.14357457572419385
1113,GRF,256,-349.79761189869487,14.19045037696176,93.11912355879657,0.9966362705470614,1.3403235351329887,0.14721624021863794
1113,GRF,512,-348.851887446266,14.13018874735963,92.64625753004034,1.1059435930899921,1.3351041148886464,0.16966926122412856
1113,GRF,1024,-346.7172277585243,13.47840156346174,88.67576508682819,1.956806404503508,1.4847289559925445,0.1794764657939259
1113,GRF,2048,-347.80614417532917,13.561555069842225,88.74040334599707,1.9632901465987855,1.4561941672759626,0.2140299936724099
1113,GRF,4096,-346.8077715801242,13.446157334621304,87.77893782422211,2.1343704823965113,1.4908225832831508,0.18663507922442887
1113,GRF,8192,-344.5128586911542,13.474985386238911,87.8044974560879,2.2121886866975577,1.5067121234964849,0.14738642537454755
