seed,model,walks_per_node,lml,rmse,nlpd,variance
1112,A-GRF,1,-351.1307462824941,17.008765078313594,104.04557667903863,0.0995364024779072
1112,A-GRF,2,-350.276188595426,16.615660544713617,102.83081484514717,0.09820353321906872
1112,A-GRF,4,-352.9901838154423,16.704137320284584,104.19293569694916,0.10053471647428766
1112,A-GRF,8,-355.1072571171462,16.722882820369094,102.06813754893018,0.724030764908753
1112,A-GRF,16,-350.78169973553076,15.671759343301199,100.72648159585827,0.41826132566781454
1112,A-GRF,32,-347.03498278901634,16.46964227908804,104.96039948053541,0.1011819894613814
1112,A-GRF,64,-347.3003578893264,15.127975652459694,98.9064447602454,0.31436224976058175
1112,A-GRF,128,-348.3098447486978,15.089859506496541,96.14664834276238,0.15445175327004532
1112,A-GRF,256,-346.62605539577635,15.162619447669934,96.57060795954996,0.17491401044729196
1112,A-GRF,512,-334.4389049774622,15.013607664965292,96.59719384925825,0.10027433052689552
1112,A-GRF,1024,-336.5854734896831,14.982358098864475,99.83360814514657,0.08962646169587378
1112,A-GRF,2048,-333.526666139431,15.488969694304343,101.35087063690204,0.0832168299379245
1112,A-GRF,4096,-334.20612511283275,14.835840494072842,97.376997380099,0.08396487348561182
1112,A-GRF,8192,-334.9136225419298,14.315996163367448,92.67028903332867,0.10451183313699583
