iteration,best_value,best_point,regret,dataset_size,batch_mean,batch_std,batch_max,algorithm,bo_seed,bo_run,data_seed,ground_truth_best,n_nodes,batch_size,retrain_interval,graph_type
1,19.137919120072812,928988,0.27134477331625817,2000,9.583756922743898,4.049950221985069,19.137919120072812,random_search,100,1,42,19.40926389338907,1000000,1000,10000,staircase_grid
2,19.137919120072812,928988,0.27134477331625817,3000,9.52283995498284,4.140390047610728,19.058277351154857,random_search,100,1,42,19.40926389338907,1000000,1000,10000,staircase_grid
3,19.137919120072812,928988,0.27134477331625817,4000,9.588538959866003,4.130182929088529,18.957913416689887,random_search,100,1,42,19.40926389338907,1000000,1000,10000,staircase_grid
4,19.199797489780146,976985,0.20946640360892488,5000,9.620026463049635,4.1424208468362345,19.199797489780146,random_search,100,1,42,19.40926389338907,1000000,1000,10000,staircase_grid
5,19.199797489780146,976985,0.20946640360892488,6000,9.74808962711864,4.044407713881884,19.08242883275095,random_search,100,1,42,19.40926389338907,1000000,1000,10000,staircase_grid
6,19.199797489780146,976985,0.20946640360892488,7000,9.708842682211237,4.21097432439406,19.132271671207132,random_search,100,1,42,19.40926389338907,1000000,1000,10000,staircase_grid
7,19.24187482797627,953998,0.16738906541279874,8000,9.501094725473774,4.1550716575862365,19.24187482797627,random_search,100,1,42,19.40926389338907,1000000,1000,10000,staircase_grid
8,19.24187482797627,953998,0.16738906541279874,9000,9.394041309545553,4.106091338913238,19.187066430097452,random_search,100,1,42,19.40926389338907,1000000,1000,10000,staircase_grid
9,19.24187482797627,953998,0.16738906541279874,10000,9.491656643436148,4.180813000230203,19.153583226196634,random_search,100,1,42,19.40926389338907,1000000,1000,10000,staircase_grid
10,19.24187482797627,953998,0.16738906541279874,11000,9.532442158270413,4.188631532330392,19.134261407771046,random_search,100,1,42,19.40926389338907,1000000,1000,10000,staircase_grid
11,19.282368986048986,977925,0.12689490734008402,12000,9.426566730778209,4.175483853677618,19.282368986048986,random_search,100,1,42,19.40926389338907,1000000,1000,10000,staircase_grid
12,19.282368986048986,977925,0.12689490734008402,13000,9.42752773706994,4.017198854953919,19.147738496911803,random_search,100,1,42,19.40926389338907,1000000,1000,10000,staircase_grid
13,19.282368986048986,977925,0.12689490734008402,14000,9.802401620421827,4.103118657545559,19.080723663256073,random_search,100,1,42,19.40926389338907,1000000,1000,10000,staircase_grid
14,19.282368986048986,977925,0.12689490734008402,15000,9.631408172220162,4.0704524427792075,19.157866024102358,random_search,100,1,42,19.40926389338907,1000000,1000,10000,staircase_grid
15,19.282368986048986,977925,0.12689490734008402,16000,9.66518018223899,4.1590209948219385,19.094878047423162,random_search,100,1,42,19.40926389338907,1000000,1000,10000,staircase_grid
16,19.282368986048986,977925,0.12689490734008402,17000,9.376725711820248,4.089295697420994,19.0514410289502,random_search,100,1,42,19.40926389338907,1000000,1000,10000,staircase_grid
17,19.282368986048986,977925,0.12689490734008402,18000,9.46522775935796,4.092038229714685,19.19619951126698,random_search,100,1,42,19.40926389338907,1000000,1000,10000,staircase_grid
18,19.282368986048986,977925,0.12689490734008402,19000,9.450066346515735,4.008606984210502,19.13443923142899,random_search,100,1,42,19.40926389338907,1000000,1000,10000,staircase_grid
