iteration,best_value,best_point,regret,dataset_size,batch_mean,batch_std,batch_max,algorithm,bo_seed,bo_run,data_seed,ground_truth_best,n_nodes,batch_size,retrain_interval,graph_type
1,3.1401490756870767,499494,0.17255485370003099,2000,0.03371103381766005,1.0120953245604491,3.1401490756870767,random_search,100,1,42,3.3127039293871077,1000000,1000,10000,grid
2,3.1401490756870767,499494,0.17255485370003099,3000,0.09719896061911262,1.0379617392034695,3.0813251209286734,random_search,100,1,42,3.3127039293871077,1000000,1000,10000,grid
3,3.1401490756870767,499494,0.17255485370003099,4000,0.06428094894438248,0.9933270941576401,2.576055728345013,random_search,100,1,42,3.3127039293871077,1000000,1000,10000,grid
4,3.1401490756870767,499494,0.17255485370003099,5000,0.034349662110237246,0.984748342291066,2.7809814904582857,random_search,100,1,42,3.3127039293871077,1000000,1000,10000,grid
5,3.1401490756870767,499494,0.17255485370003099,6000,0.02697807428228463,1.0125302464746575,2.911804997158203,random_search,100,1,42,3.3127039293871077,1000000,1000,10000,grid
6,3.1401490756870767,499494,0.17255485370003099,7000,0.010042522403812036,0.9948290414058117,3.1257283018021864,random_search,100,1,42,3.3127039293871077,1000000,1000,10000,grid
7,3.1401490756870767,499494,0.17255485370003099,8000,0.0711389920215808,1.0108684431197028,2.72467263420394,random_search,100,1,42,3.3127039293871077,1000000,1000,10000,grid
8,3.1401490756870767,499494,0.17255485370003099,9000,0.10607542296182233,0.9981901483461283,3.0780164807542914,random_search,100,1,42,3.3127039293871077,1000000,1000,10000,grid
9,3.1401490756870767,499494,0.17255485370003099,10000,0.08016527553485825,1.0337611785029375,2.7988335095355357,random_search,100,1,42,3.3127039293871077,1000000,1000,10000,grid
10,3.1401490756870767,499494,0.17255485370003099,11000,0.05669611633406024,1.0055818821512101,2.7024908154949596,random_search,100,1,42,3.3127039293871077,1000000,1000,10000,grid
11,3.1401490756870767,499494,0.17255485370003099,12000,0.05277766798978479,0.9778731274544165,3.0063728369097347,random_search,100,1,42,3.3127039293871077,1000000,1000,10000,grid
12,3.1401490756870767,499494,0.17255485370003099,13000,0.0585572633519501,0.9958397057137384,3.0188529890929785,random_search,100,1,42,3.3127039293871077,1000000,1000,10000,grid
13,3.1401490756870767,499494,0.17255485370003099,14000,0.04622730076696501,0.9963777831708354,3.1088401128631205,random_search,100,1,42,3.3127039293871077,1000000,1000,10000,grid
14,3.1401490756870767,499494,0.17255485370003099,15000,0.044557714704087474,0.98947745033558,3.064589797713581,random_search,100,1,42,3.3127039293871077,1000000,1000,10000,grid
15,3.1401490756870767,499494,0.17255485370003099,16000,0.06441288064824145,1.0080891066020032,3.1388531141475475,random_search,100,1,42,3.3127039293871077,1000000,1000,10000,grid
16,3.1401490756870767,499494,0.17255485370003099,17000,0.11032099044417712,0.9795127305112634,2.767605851728301,random_search,100,1,42,3.3127039293871077,1000000,1000,10000,grid
17,3.1401490756870767,499494,0.17255485370003099,18000,0.0375730522155574,0.9902900197759982,2.9030460801848905,random_search,100,1,42,3.3127039293871077,1000000,1000,10000,grid
18,3.1401490756870767,499494,0.17255485370003099,19000,0.11563343637754199,0.9871913107441953,2.8745846947271545,random_search,100,1,42,3.3127039293871077,1000000,1000,10000,grid
19,3.1401490756870767,499494,0.17255485370003099,20000,-0.0064336969354141845,1.0038871681613786,2.981630474251116,random_search,100,1,42,3.3127039293871077,1000000,1000,10000,grid
20,3.1401490756870767,499494,0.17255485370003099,21000,0.03907040137613565,1.000183545578621,2.966361804068519,random_search,100,1,42,3.3127039293871077,1000000,1000,10000,grid
21,3.1401490756870767,499494,0.17255485370003099,22000,0.06269248133238217,1.0092993670457384,2.954067792040978,random_search,100,1,42,3.3127039293871077,1000000,1000,10000,grid
22,3.1401490756870767,499494,0.17255485370003099,23000,0.10142426491612061,1.0033703425012026,2.9397723837069956,random_search,100,1,42,3.3127039293871077,1000000,1000,10000,grid
23,3.1401490756870767,499494,0.17255485370003099,24000,0.05099100986549321,0.9726073532854341,2.9395968856769628,random_search,100,1,42,3.3127039293871077,1000000,1000,10000,grid
24,3.1401490756870767,499494,0.17255485370003099,25000,0.024332093967229056,0.999735513969738,2.896982543775208,random_search,100,1,42,3.3127039293871077,1000000,1000,10000,grid
25,3.1401490756870767,499494,0.17255485370003099,26000,0.07360146213124723,1.0011564489659122,3.0743954091504686,random_search,100,1,42,3.3127039293871077,1000000,1000,10000,grid
26,3.1401490756870767,499494,0.17255485370003099,27000,0.08388532604540531,1.0139789606123615,3.041214953203378,random_search,100,1,42,3.3127039293871077,1000000,1000,10000,grid
27,3.1401490756870767,499494,0.17255485370003099,28000,0.10257872385128698,0.9875937011497642,3.019643640916707,random_search,100,1,42,3.3127039293871077,1000000,1000,10000,grid
28,3.1401490756870767,499494,0.17255485370003099,29000,0.00762210984431641,1.0032484279622804,2.87512996948399,random_search,100,1,42,3.3127039293871077,1000000,1000,10000,grid
29,3.1401490756870767,499494,0.17255485370003099,30000,0.07391214518076208,0.9760335925521694,2.899782079395499,random_search,100,1,42,3.3127039293871077,1000000,1000,10000,grid
30,3.1401490756870767,499494,0.17255485370003099,31000,0.09355268571520528,0.9753371171454617,2.9574312853987528,random_search,100,1,42,3.3127039293871077,1000000,1000,10000,grid
1,3.0044225898144834,509487,0.30828133957262427,2000,0.07251059674337391,1.0130890976639402,3.0044225898144834,random_search,110,2,42,3.3127039293871077,1000000,1000,10000,grid
2,3.0044225898144834,509487,0.30828133957262427,3000,0.10348528822955919,0.9793380811289257,2.8687342683355883,random_search,110,2,42,3.3127039293871077,1000000,1000,10000,grid
