seed,model,walks_per_node,lml,rmse,nlpd,beta,sigma_f,variance
1114,GRF,1,-352.2300517747425,16.92349681828325,105.38487848519571,0.3849696816112196,0.6005294623753377,0.7100731870192384
1114,GRF,2,-350.6886668636343,16.870959177820506,105.38287980561964,0.18469311295010746,1.0878946237702136,1.7753596868774362e-06
1114,GRF,4,-354.73463370700586,17.09206081539615,106.36364181422425,1.964313134754034,0.00013619266332419024,0.9999901764744475
1114,GRF,8,-354.73464400232035,17.092060206544772,106.36360917720152,5.315372936245542,8.173628882104506e-05,0.9999703160943254
1114,GRF,16,-351.1023152870088,16.718075637384768,108.58835834044508,0.6128960437000924,0.9901525003343827,0.37473854258484746
1114,GRF,32,-348.09118179162493,16.598664716559686,111.73319886353131,0.6831159643828445,1.323466772098995,1.5226401349289806e-06
1114,GRF,64,-348.79439790616374,16.69134110130221,102.97494084330022,0.6427603571893852,1.2925442503289408,1.3919117564238566e-06
1114,GRF,128,-347.6079967580883,16.606226560915676,109.01899708323046,1.0946588099488357,1.241174970012857,0.291104437390845
1114,GRF,256,-345.72340449540684,16.619470763983937,118.09051914829034,1.0099339015174844,1.4488057001593475,1.8565585315313418e-06
1114,GRF,512,-342.66893926934165,16.336387399083822,111.67787810851206,1.6189928562977276,1.3807540451219957,0.2950413229499694
1114,GRF,1024,-342.8171922634293,15.942550138127489,113.087910310553,1.7112098274637946,1.3771424045691987,0.30773135664583223
1114,GRF,2048,-343.31881020567425,16.02844721173658,110.21240913560413,1.7356019653406862,1.3960980310907212,0.30158389781157463
1114,GRF,4096,-341.90231337002473,15.86079035127003,111.59677965360238,1.8540767436067502,1.4649843224437427,0.25308102244019687
1114,GRF,8192,-340.61045472515286,15.578185050340005,109.86387766990089,1.945166224484502,1.4897402666673478,0.2238204477273435
