n_nodes,n_edges,seed,sparse_rw_time,dense_rw_time,sparse_size_mb,dense_size_mb,sparse_dense_equiv_mb,compression_ratio,time_speedup,sparse_file_size_mb,dense_file_size_mb,sparse_total_nnz,sparse_avg_nnz_per_matrix,graph_sparsity,step_matrix_sparsity,run_dense,is_feasible,has_dense_data
32,32,42,0.18849897384643555,0.10837984085083008,0.00439453125,0.0234375,0.0234375,5.333333333333333,0.5749624978814148,0.004367828369140625,0.023706436157226562,288,96.0,0.0625,0.09375,True,True,True
32,32,43,0.14824914932250977,0.1037435531616211,0.00439453125,0.0234375,0.0234375,5.333333333333333,0.6997918951692018,0.004367828369140625,0.023706436157226562,288,96.0,0.0625,0.09375,True,True,True
32,32,44,0.13708829879760742,0.1137542724609375,0.00439453125,0.0234375,0.0234375,5.333333333333333,0.8297883441451156,0.004367828369140625,0.023706436157226562,288,96.0,0.0625,0.09375,True,True,True
32,32,45,0.13754940032958984,0.10641765594482422,0.00439453125,0.0234375,0.0234375,5.333333333333333,0.7736686287968606,0.004367828369140625,0.023706436157226562,288,96.0,0.0625,0.09375,True,True,True
32,32,46,0.14361214637756348,0.10718989372253418,0.00439453125,0.0234375,0.0234375,5.333333333333333,0.7463845950796294,0.004367828369140625,0.023706436157226562,288,96.0,0.0625,0.09375,True,True,True
64,64,42,0.20760440826416016,0.20957589149475098,0.0087890625,0.09375,0.09375,10.666666666666666,1.0094963457041928,0.008043289184570312,0.09402751922607422,576,192.0,0.03125,0.046875,True,True,True
64,64,43,0.1545853614807129,0.18875622749328613,0.0087890625,0.09375,0.09375,10.666666666666666,1.2210485241633737,0.008043289184570312,0.09402751922607422,576,192.0,0.03125,0.046875,True,True,True
64,64,44,0.17018842697143555,0.1903364658355713,0.0087890625,0.09375,0.09375,10.666666666666666,1.118386656617476,0.008043289184570312,0.09402751922607422,576,192.0,0.03125,0.046875,True,True,True
64,64,45,0.15793943405151367,0.19617176055908203,0.0087890625,0.09375,0.09375,10.666666666666666,1.2420695422721248,0.008043289184570312,0.09402751922607422,576,192.0,0.03125,0.046875,True,True,True
64,64,46,0.15127325057983398,0.1943960189819336,0.0087890625,0.09375,0.09375,10.666666666666666,1.2850653915137606,0.008043289184570312,0.09402751922607422,576,192.0,0.03125,0.046875,True,True,True
128,128,42,0.24957275390625,0.40738511085510254,0.017578125,0.375,0.375,21.333333333333332,1.6323300700048913,0.015369415283203125,0.3752775192260742,1152,384.0,0.015625,0.0234375,True,True,True
128,128,43,0.18922185897827148,0.4233427047729492,0.017578125,0.375,0.375,21.333333333333332,2.2372822413797446,0.015369415283203125,0.3752775192260742,1152,384.0,0.015625,0.0234375,True,True,True
128,128,44,0.18758106231689453,0.41262388229370117,0.017578125,0.375,0.375,21.333333333333332,2.199709699887642,0.015369415283203125,0.3752775192260742,1152,384.0,0.015625,0.0234375,True,True,True
128,128,45,0.20159459114074707,0.4135782718658447,0.017578125,0.375,0.375,21.333333333333332,2.051534565116865,0.015369415283203125,0.3752775192260742,1152,384.0,0.015625,0.0234375,True,True,True
128,128,46,0.18235468864440918,0.40775442123413086,0.017578125,0.375,0.375,21.333333333333332,2.2360512047444536,0.015369415283203125,0.3752775192260742,1152,384.0,0.015625,0.0234375,True,True,True
256,256,42,0.29480957984924316,0.8612649440765381,0.03515625,1.5,1.5,42.666666666666664,2.921427941781822,0.030029296875,1.5002803802490234,2304,768.0,0.0078125,0.01171875,True,True,True
256,256,43,0.25519585609436035,0.8492178916931152,0.03515625,1.5,1.5,42.666666666666664,3.327710350355812,0.030029296875,1.5002803802490234,2304,768.0,0.0078125,0.01171875,True,True,True
256,256,44,0.24013876914978027,0.8554480075836182,0.03515625,1.5,1.5,42.666666666666664,3.562306955317385,0.030029296875,1.5002803802490234,2304,768.0,0.0078125,0.01171875,True,True,True
256,256,45,0.2506251335144043,0.8493287563323975,0.03515625,1.5,1.5,42.666666666666664,3.3888411127114018,0.030029296875,1.5002803802490234,2304,768.0,0.0078125,0.01171875,True,True,True
256,256,46,0.24353790283203125,0.8490302562713623,0.03515625,1.5,1.5,42.666666666666664,3.486234571285361,0.030029296875,1.5002803802490234,2304,768.0,0.0078125,0.01171875,True,True,True
512,512,42,0.40451669692993164,1.7622199058532715,0.0703125,6.0,6.0,85.33333333333333,4.3563588826557496,0.059326171875,6.000280380249023,4608,1536.0,0.00390625,0.005859375,True,True,True
512,512,43,0.3327004909515381,1.8390393257141113,0.0703125,6.0,6.0,85.33333333333333,5.527612299141422,0.059326171875,6.000280380249023,4608,1536.0,0.00390625,0.005859375,True,True,True
512,512,44,0.34414100646972656,1.8055644035339355,0.0703125,6.0,6.0,85.33333333333333,5.246583143507973,0.059326171875,6.000280380249023,4608,1536.0,0.00390625,0.005859375,True,True,True
512,512,45,0.36358022689819336,1.7934160232543945,0.0703125,6.0,6.0,85.33333333333333,4.932655547730245,0.059326171875,6.000280380249023,4608,1536.0,0.00390625,0.005859375,True,True,True
512,512,46,0.33491086959838867,1.830963134765625,0.0703125,6.0,6.0,85.33333333333333,5.467016155555777,0.059326171875,6.000280380249023,4608,1536.0,0.00390625,0.005859375,True,True,True
1024,1024,42,0.5827867984771729,4.272669792175293,0.140625,24.0,24.0,170.66666666666666,7.331445741975998,0.11792850494384766,24.000280380249023,9216,3072.0,0.001953125,0.0029296875,True,True,True
1024,1024,43,0.5357794761657715,4.5925092697143555,0.140625,24.0,24.0,170.66666666666666,8.57164089707203,0.11792850494384766,24.000280380249023,9216,3072.0,0.001953125,0.0029296875,True,True,True
1024,1024,44,0.5327227115631104,4.591196060180664,0.140625,24.0,24.0,170.66666666666666,8.618359909434341,0.11792850494384766,24.000280380249023,9216,3072.0,0.001953125,0.0029296875,True,True,True
1024,1024,45,0.5275595188140869,4.535031318664551,0.140625,24.0,24.0,170.66666666666666,8.596245839443768,0.11792850494384766,24.000280380249023,9216,3072.0,0.001953125,0.0029296875,True,True,True
1024,1024,46,0.5213642120361328,4.558368444442749,0.140625,24.0,24.0,170.66666666666666,8.743155627503704,0.11792850494384766,24.000280380249023,9216,3072.0,0.001953125,0.0029296875,True,True,True
2048,2048,42,0.9839177131652832,,0.28125,,96.0,,,0.23513317108154297,,18432,6144.0,0.0009765625,0.00146484375,False,True,True
2048,2048,43,0.9242293834686279,,0.28125,,96.0,,,0.23513317108154297,,18432,6144.0,0.0009765625,0.00146484375,False,True,True
