n_nodes,n_edges,seed,sparse_rw_time,dense_rw_time,sparse_size_mb,dense_size_mb,sparse_dense_equiv_mb,compression_ratio,time_speedup,sparse_file_size_mb,dense_file_size_mb,sparse_total_nnz,sparse_avg_nnz_per_matrix,graph_sparsity,step_matrix_sparsity,run_dense,is_feasible,has_dense_data
32,32,42,0.28639936447143555,0.10762190818786621,0.00439453125,0.0234375,0.0234375,5.333333333333333,0.37577565294702336,0.004367828369140625,0.023706436157226562,288,96.0,0.0625,0.09375,True,True,True
32,32,43,0.14783954620361328,0.11028409004211426,0.00439453125,0.0234375,0.0234375,5.333333333333333,0.7459715135368756,0.004367828369140625,0.023706436157226562,288,96.0,0.0625,0.09375,True,True,True
32,32,44,0.15321660041809082,0.10761380195617676,0.00439453125,0.0234375,0.0234375,5.333333333333333,0.7023638539330913,0.004367828369140625,0.023706436157226562,288,96.0,0.0625,0.09375,True,True,True
32,32,45,0.1378920078277588,0.11216330528259277,0.00439453125,0.0234375,0.0234375,5.333333333333333,0.8134141133306014,0.004367828369140625,0.023706436157226562,288,96.0,0.0625,0.09375,True,True,True
32,32,46,0.15347862243652344,0.10738754272460938,0.00439453125,0.0234375,0.0234375,5.333333333333333,0.6996905563771484,0.004367828369140625,0.023706436157226562,288,96.0,0.0625,0.09375,True,True,True
64,64,42,0.27452778816223145,0.2001047134399414,0.0087890625,0.09375,0.09375,10.666666666666666,0.7289051311690533,0.008043289184570312,0.09402751922607422,576,192.0,0.03125,0.046875,True,True,True
64,64,43,0.17032170295715332,0.19810104370117188,0.0087890625,0.09375,0.09375,10.666666666666666,1.1630992425610425,0.008043289184570312,0.09402751922607422,576,192.0,0.03125,0.046875,True,True,True
64,64,44,0.17936182022094727,0.20009279251098633,0.0087890625,0.09375,0.09375,10.666666666666666,1.1155818571895713,0.008043289184570312,0.09402751922607422,576,192.0,0.03125,0.046875,True,True,True
64,64,45,0.16994571685791016,0.2003955841064453,0.0087890625,0.09375,0.09375,10.666666666666666,1.1791740787088736,0.008043289184570312,0.09402751922607422,576,192.0,0.03125,0.046875,True,True,True
64,64,46,0.16681480407714844,0.19916343688964844,0.0087890625,0.09375,0.09375,10.666666666666666,1.1939194365359769,0.008043289184570312,0.09402751922607422,576,192.0,0.03125,0.046875,True,True,True
128,128,42,0.2766098976135254,0.4241912364959717,0.017578125,0.375,0.375,21.333333333333332,1.5335360019858886,0.015369415283203125,0.3752775192260742,1152,384.0,0.015625,0.0234375,True,True,True
128,128,43,0.18865203857421875,0.40231823921203613,0.017578125,0.375,0.375,21.333333333333332,2.1325941784284383,0.015369415283203125,0.3752775192260742,1152,384.0,0.015625,0.0234375,True,True,True
128,128,44,0.1929328441619873,0.41193437576293945,0.017578125,0.375,0.375,21.333333333333332,2.1351179347000007,0.015369415283203125,0.3752775192260742,1152,384.0,0.015625,0.0234375,True,True,True
128,128,45,0.1811528205871582,0.404508113861084,0.017578125,0.375,0.375,21.333333333333332,2.23296613627091,0.015369415283203125,0.3752775192260742,1152,384.0,0.015625,0.0234375,True,True,True
128,128,46,0.2075042724609375,0.4176785945892334,0.017578125,0.375,0.375,21.333333333333332,2.012867444297375,0.015369415283203125,0.3752775192260742,1152,384.0,0.015625,0.0234375,True,True,True
256,256,42,0.35114240646362305,,0.03515625,,1.5,,,0.030029296875,,2304,768.0,0.0078125,0.01171875,False,False,False
256,256,43,0.25746870040893555,,0.03515625,,1.5,,,0.030029296875,,2304,768.0,0.0078125,0.01171875,False,False,False
256,256,44,0.23123645782470703,,0.03515625,,1.5,,,0.030029296875,,2304,768.0,0.0078125,0.01171875,False,False,False
256,256,45,0.2355177402496338,,0.03515625,,1.5,,,0.030029296875,,2304,768.0,0.0078125,0.01171875,False,False,False
256,256,46,0.23668217658996582,,0.03515625,,1.5,,,0.030029296875,,2304,768.0,0.0078125,0.01171875,False,False,False
